publication_id,topic_id,topic_name,score,subfield,field,domain
W3015634246,T11871,Advanced Statistical Methods and Models,0.12700000405311584,Statistics and Probability,Mathematics,Physical Sciences
W3015634246,T13141,Statistical Methods and Applications,0.12520000338554382,Statistics and Probability,Mathematics,Physical Sciences
W3015634246,T14351,Statistical and Computational Modeling,0.10890000313520432,Artificial Intelligence,Computer Science,Physical Sciences
W2162180338,T10393,Economic Growth and Productivity,0.21199999749660492,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
W2162180338,T13498,Economic Development and Digital Transformation,0.18209999799728394,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences
W2162180338,T14143,Economic and Technological Innovation,0.1678999960422516,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
W2122825543,T10320,Neural Networks and Applications,0.9968000054359436,Artificial Intelligence,Computer Science,Physical Sciences
W2122825543,T10885,Gene expression and cancer classification,0.9889000058174133,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2122825543,T10057,Face and Expression Recognition,0.9871000051498413,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W2135046866,T10136,Statistical Methods and Inference,0.9983000159263611,Statistics and Probability,Mathematics,Physical Sciences
W2135046866,T11901,Bayesian Methods and Mixture Models,0.9937999844551086,Artificial Intelligence,Computer Science,Physical Sciences
W2135046866,T11871,Advanced Statistical Methods and Models,0.9858999848365784,Statistics and Probability,Mathematics,Physical Sciences
W2110065044,T11235,Statistical Methods in Clinical Trials,0.9998000264167786,Statistics and Probability,Mathematics,Physical Sciences
W2110065044,T11798,Optimal Experimental Design Methods,0.995199978351593,Management Science and Operations Research,Decision Sciences,Social Sciences
W2110065044,T10243,Statistical Methods and Bayesian Inference,0.9678999781608582,Statistics and Probability,Mathematics,Physical Sciences
W2049633694,T11236,Control Systems and Identification,0.9912999868392944,Control and Systems Engineering,Engineering,Physical Sciences
W2049633694,T10136,Statistical Methods and Inference,0.9908999800682068,Statistics and Probability,Mathematics,Physical Sciences
W2049633694,T12814,Gaussian Processes and Bayesian Inference,0.9804999828338623,Artificial Intelligence,Computer Science,Physical Sciences
W3147894994,T12011,"Insurance, Mortality, Demography, Risk Management",0.9993000030517578,Demography,Social Sciences,Social Sciences
W3147894994,T14509,demographic modeling and climate adaptation,0.9983000159263611,Management Science and Operations Research,Decision Sciences,Social Sciences
W3147894994,T12781,Global Health Care Issues,0.9621999859809875,General Health Professions,Health Professions,Health Sciences
W2087070363,T10640,Spectroscopy and Chemometric Analyses,0.9861000180244446,Analytical Chemistry,Chemistry,Physical Sciences
W2087070363,T11890,Scientific Measurement and Uncertainty Evaluation,0.9189000129699707,"Statistics, Probability and Uncertainty",Decision Sciences,Social Sciences
W2087070363,T10876,Fault Detection and Control Systems,0.9035000205039978,Control and Systems Engineering,Engineering,Physical Sciences
W2063792498,T11764,Evolution and Genetic Dynamics,0.9976999759674072,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2063792498,T11252,Evolutionary Game Theory and Cooperation,0.9969000220298767,Sociology and Political Science,Social Sciences,Social Sciences
W2063792498,T12592,Opinion Dynamics and Social Influence,0.9401999711990356,Statistical and Nonlinear Physics,Physics and Astronomy,Physical Sciences
W2009435671,T10320,Neural Networks and Applications,0.06989999860525131,Artificial Intelligence,Computer Science,Physical Sciences
W2009435671,T14351,Statistical and Computational Modeling,0.06599999964237213,Artificial Intelligence,Computer Science,Physical Sciences
W2009435671,T11890,Scientific Measurement and Uncertainty Evaluation,0.06129999831318855,"Statistics, Probability and Uncertainty",Decision Sciences,Social Sciences
W2607031541,T12280,Magnesium in Health and Disease,1.0,Nutrition and Dietetics,Nursing,Health Sciences
W2607031541,T10516,Parathyroid Disorders and Treatments,0.9775000214576721,Nephrology,Medicine,Health Sciences
W2289205268,T11530,Business and Management Studies,0.8299999833106995,Information Systems and Management,Decision Sciences,Social Sciences
W2175723801,T10785,Economic Theory and Institutions,0.2125999927520752,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
W2175723801,T14464,Community Development and Social Impact,0.20600000023841858,Finance,"Economics, Econometrics and Finance",Social Sciences
W2175723801,T12013,Sustainable Development and Environmental Policy,0.1996999979019165,"Management, Monitoring, Policy and Law",Environmental Science,Physical Sciences
W2884585870,T10036,Advanced Neural Network Applications,1.0,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W2884585870,T11307,Domain Adaptation and Few-Shot Learning,0.9991999864578247,Artificial Intelligence,Computer Science,Physical Sciences
W2884585870,T11689,Adversarial Robustness in Machine Learning,0.9979000091552734,Artificial Intelligence,Computer Science,Physical Sciences
W2193145675,T10036,Advanced Neural Network Applications,0.8927000164985657,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W2193145675,T12357,Digital Media Forensic Detection,0.017000000923871994,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W2193145675,T10775,Generative Adversarial Networks and Image Synthesis,0.011300000362098217,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W1901129140,T12859,Cell Image Analysis Techniques,0.9987999796867371,Biophysics,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W1901129140,T10036,Advanced Neural Network Applications,0.9986000061035156,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W1901129140,T13114,Image Processing Techniques and Applications,0.9958000183105469,Media Technology,Engineering,Physical Sciences
W1861492603,T10036,Advanced Neural Network Applications,0.9995999932289124,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W1861492603,T10627,Advanced Image and Video Retrieval Techniques,0.9994000196456909,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W1861492603,T11714,Multimodal Machine Learning Applications,0.996999979019165,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W3021722416,T10339,Advanced Numerical Methods in Computational Mathematics,0.9943000078201294,Computational Mechanics,Engineering,Physical Sciences
W3021722416,T11416,Numerical methods for differential equations,0.991599977016449,Numerical Analysis,Mathematics,Physical Sciences
W3021722416,T10792,Matrix Theory and Algorithms,0.9832000136375427,Computational Theory and Mathematics,Computer Science,Physical Sciences
W3124872368,T12751,Leadership and Management in Organizations,0.15379999577999115,Strategy and Management,"Business, Management and Accounting",Social Sciences
W3124872368,T13803,Organizational Strategy and Culture,0.1387999951839447,Organizational Behavior and Human Resource Management,"Business, Management and Accounting",Social Sciences
W3124872368,T13163,Organizational Learning and Leadership,0.13289999961853027,Organizational Behavior and Human Resource Management,"Business, Management and Accounting",Social Sciences
W1820801730,T11891,Big Data and Business Intelligence,0.13339999318122864,Management Information Systems,"Business, Management and Accounting",Social Sciences
W1820801730,T14064,Organizational and Employee Performance,0.11760000139474869,Artificial Intelligence,Computer Science,Physical Sciences
W2065853716,T13013,Free Radicals and Antioxidants,0.9998999834060669,Organic Chemistry,Chemistry,Physical Sciences
W2065853716,T10035,Phytochemicals and Antioxidant Activities,0.9997000098228455,Biochemistry,Medicine,Health Sciences
W2065853716,T10445,Antioxidant Activity and Oxidative Stress,0.9976000189781189,Biochemistry,Medicine,Health Sciences
W1966114254,T12090,Language and cultural evolution,0.48730000853538513,Cultural Studies,Social Sciences,Social Sciences
W1966114254,T11148,"Language, Metaphor, and Cognition",0.4293999969959259,Experimental and Cognitive Psychology,Psychology,Social Sciences
W2118882740,T13504,African history and culture analysis,0.13940000534057617,Political Science and International Relations,Social Sciences,Social Sciences
W2911964244,T10320,Neural Networks and Applications,0.9991999864578247,Artificial Intelligence,Computer Science,Physical Sciences
W2911964244,T10057,Face and Expression Recognition,0.9983000159263611,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W2911964244,T12535,Machine Learning and Data Classification,0.9947999715805054,Artificial Intelligence,Computer Science,Physical Sciences
W2912934387,T10320,Neural Networks and Applications,0.4196999967098236,Artificial Intelligence,Computer Science,Physical Sciences
W2912934387,T10538,Data Mining Algorithms and Applications,0.4068000018596649,Information Systems,Computer Science,Physical Sciences
W4212883601,T10320,Neural Networks and Applications,0.9932000041007996,Artificial Intelligence,Computer Science,Physical Sciences
W4212883601,T10538,Data Mining Algorithms and Applications,0.9926999807357788,Information Systems,Computer Science,Physical Sciences
W4212883601,T11063,Rough Sets and Fuzzy Logic,0.9807000160217285,Computational Theory and Mathematics,Computer Science,Physical Sciences
W4239510810,T10320,Neural Networks and Applications,0.9998000264167786,Artificial Intelligence,Computer Science,Physical Sciences
W4239510810,T10057,Face and Expression Recognition,0.9991000294685364,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W4239510810,T12676,Machine Learning and ELM,0.9972000122070312,Artificial Intelligence,Computer Science,Physical Sciences
W2119821739,T10320,Neural Networks and Applications,0.9993000030517578,Artificial Intelligence,Computer Science,Physical Sciences
W2119821739,T10057,Face and Expression Recognition,0.9918000102043152,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W2119821739,T11447,Blind Source Separation Techniques,0.9753999710083008,Signal Processing,Computer Science,Physical Sciences
W2116199508,T11466,Innovative Education and Learning Practices,0.44589999318122864,Human Factors and Ergonomics,Social Sciences,Social Sciences
W2168569455,T10068,Technology Adoption and User Behaviour,0.9997000098228455,Information Systems and Management,Decision Sciences,Social Sciences
W2168569455,T10609,Digital Marketing and Social Media,0.9950000047683716,Sociology and Political Science,Social Sciences,Social Sciences
W2168569455,T10154,Customer Service Quality and Loyalty,0.987500011920929,Organizational Behavior and Human Resource Management,"Business, Management and Accounting",Social Sciences
W2033943395,T10068,Technology Adoption and User Behaviour,0.9997000098228455,Information Systems and Management,Decision Sciences,Social Sciences
W2033943395,T10609,Digital Marketing and Social Media,0.994700014591217,Sociology and Political Science,Social Sciences,Social Sciences
W2033943395,T12028,Knowledge Management and Sharing,0.9901000261306763,Communication,Social Sciences,Social Sciences
W2129763896,T10357,Efficiency Analysis Using DEA,0.9998000264167786,Management Science and Operations Research,Decision Sciences,Social Sciences
W2129763896,T10393,Economic Growth and Productivity,0.9886000156402588,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
W2129763896,T12709,Optimization and Mathematical Programming,0.9714000225067139,Control and Systems Engineering,Engineering,Physical Sciences
W4300223101,T14500,Advanced Mathematical Theories,0.67330002784729,Mathematical Physics,Mathematics,Physical Sciences
W4300223101,T12516,Advanced Mathematical Theories and Applications,0.5943999886512756,Statistical and Nonlinear Physics,Physics and Astronomy,Physical Sciences
W1989314580,T11798,Optimal Experimental Design Methods,0.9998999834060669,Management Science and Operations Research,Decision Sciences,Social Sciences
W1989314580,T11235,Statistical Methods in Clinical Trials,0.9929999709129333,Statistics and Probability,Mathematics,Physical Sciences
W1989314580,T10848,Advanced Multi-Objective Optimization Algorithms,0.951200008392334,Computational Theory and Mathematics,Computer Science,Physical Sciences
W2172151487,T10235,Health disparities and outcomes,0.9984999895095825,Health,Social Sciences,Social Sciences
W2172151487,T12480,Health and Wellbeing Research,0.9904000163078308,General Health Professions,Health Professions,Health Sciences
W2172151487,T10467,Psychometric Methodologies and Testing,0.972000002861023,Management Science and Operations Research,Decision Sciences,Social Sciences
W4292806894,T12480,Health and Wellbeing Research,0.9793000221252441,General Health Professions,Health Professions,Health Sciences
W4292806894,T10235,Health disparities and outcomes,0.9775000214576721,Health,Social Sciences,Social Sciences
W4292806894,T14212,Health Promotion and Cardiovascular Prevention,0.9319000244140625,"Public Health, Environmental and Occupational Health",Medicine,Health Sciences
W2612891587,T10206,Meta-analysis and systematic reviews,0.8870000243186951,"Statistics, Probability and Uncertainty",Decision Sciences,Social Sciences
W3120740533,T11396,Artificial Intelligence in Healthcare,0.06129999831318855,Health Information Management,Health Professions,Health Sciences
W3120740533,T12535,Machine Learning and Data Classification,0.040300000458955765,Artificial Intelligence,Computer Science,Physical Sciences
W255996521,T13937,"Genetics, Bioinformatics, and Biomedical Research",0.791100025177002,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W255996521,T12327,Various Chemistry Research Topics,0.6963000297546387,Physical and Theoretical Chemistry,Chemistry,Physical Sciences
W1573234480,T13820,SAS software applications and methods,0.906499981880188,Biomedical Engineering,Engineering,Physical Sciences
W1590154464,T14103,Educational Management and Quality,0.09589999914169312,Information Systems,Computer Science,Physical Sciences
W3089485186,T12039,Electron and X-Ray Spectroscopy Techniques,0.9961000084877014,"Surfaces, Coatings and Films",Materials Science,Physical Sciences
W3089485186,T12613,X-ray Diffraction in Crystallography,0.9692999720573425,Materials Chemistry,Materials Science,Physical Sciences
W3089485186,T11733,X-ray Spectroscopy and Fluorescence Analysis,0.963699996471405,Radiation,Physics and Astronomy,Physical Sciences
W2888190061,T12805,Cognitive Science and Mapping,0.26420000195503235,Artificial Intelligence,Computer Science,Physical Sciences
W2135943618,T13447,Educational and Psychological Assessments,0.8181999921798706,Developmental and Educational Psychology,Psychology,Social Sciences
W2171129594,T10352,Physical Activity and Health,0.9998000264167786,Physiology,Medicine,Health Sciences
W2171129594,T10010,"Obesity, Physical Activity, Diet",0.9959999918937683,"Public Health, Environmental and Occupational Health",Medicine,Health Sciences
W2171129594,T12241,Children's Physical and Motor Development,0.9879999756813049,Developmental and Educational Psychology,Psychology,Social Sciences
W2004008756,T10157,Sports Performance and Training,0.9868000149726868,Orthopedics and Sports Medicine,Medicine,Health Sciences
W2107277218,T11970,Molecular Biology Techniques and Applications,1.0,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2107277218,T10604,RNA Research and Splicing,0.9629999995231628,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2107277218,T10885,Gene expression and cancer classification,0.9513999819755554,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W1559903407,T10908,Analytical Chemistry and Chromatography,0.9851999878883362,Spectroscopy,Chemistry,Physical Sciences
W1559903407,T13013,Free Radicals and Antioxidants,0.9815999865531921,Organic Chemistry,Chemistry,Physical Sciences
W1559903407,T10212,Electrochemical sensors and biosensors,0.977400004863739,Electrical and Electronic Engineering,Engineering,Physical Sciences
W1539796472,T11162,Enzyme Structure and Function,0.9997000098228455,Materials Chemistry,Materials Science,Physical Sciences
W1539796472,T10044,Protein Structure and Dynamics,0.9948999881744385,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W1539796472,T10211,Computational Drug Discovery Methods,0.9729999899864197,Computational Theory and Mathematics,Computer Science,Physical Sciences
W191793640,T12412,Enzyme function and inhibition,0.9994000196456909,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W191793640,T10212,Electrochemical sensors and biosensors,0.9986000061035156,Electrical and Electronic Engineering,Engineering,Physical Sciences
W191793640,T12302,Advanced Nanomaterials in Catalysis,0.9912999868392944,Materials Chemistry,Materials Science,Physical Sciences
W1977825494,T10991,Game Theory and Voting Systems,0.4406000077724457,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
W1977825494,T10785,Economic Theory and Institutions,0.4339999854564667,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
W1977825494,T13825,Economic Policies and Impacts,0.3813000023365021,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
W2100379340,T10068,Technology Adoption and User Behaviour,0.9998000264167786,Information Systems and Management,Decision Sciences,Social Sciences
W2100379340,T10609,Digital Marketing and Social Media,0.9947999715805054,Sociology and Political Science,Social Sciences,Social Sciences
W2100379340,T10154,Customer Service Quality and Loyalty,0.9896000027656555,Organizational Behavior and Human Resource Management,"Business, Management and Accounting",Social Sciences
W1791587663,T10068,Technology Adoption and User Behaviour,0.9998000264167786,Information Systems and Management,Decision Sciences,Social Sciences
W1791587663,T12028,Knowledge Management and Sharing,0.9921000003814697,Communication,Social Sciences,Social Sciences
W1791587663,T10609,Digital Marketing and Social Media,0.9858999848365784,Sociology and Political Science,Social Sciences,Social Sciences
W2047968138,T10591,Theoretical and Computational Physics,0.9983999729156494,Condensed Matter Physics,Physics and Astronomy,Physical Sciences
W2047968138,T11948,Machine Learning in Materials Science,0.9959999918937683,Materials Chemistry,Materials Science,Physical Sciences
W2047968138,T10049,Magnetic properties of thin films,0.9933000206947327,"Atomic and Molecular Physics, and Optics",Physics and Astronomy,Physical Sciences
W2056330418,T12880,Qualitative Research Methods and Applications,0.3357999920845032,Education,Social Sciences,Social Sciences
W2329223578,T12880,Qualitative Research Methods and Applications,0.13079999387264252,Education,Social Sciences,Social Sciences
W4251751280,T10015,Genomics and Phylogenetic Studies,0.9995999932289124,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W4251751280,T11764,Evolution and Genetic Dynamics,0.9994000196456909,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W4251751280,T10012,Genetic diversity and population structure,0.9990000128746033,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W3005235420,T10015,Genomics and Phylogenetic Studies,0.9998999834060669,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W3005235420,T10012,Genetic diversity and population structure,0.9973999857902527,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W3005235420,T11354,Evolution and Paleontology Studies,0.9929999709129333,Paleontology,Earth and Planetary Sciences,Physical Sciences
W2799524357,T10015,Genomics and Phylogenetic Studies,0.9941999912261963,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2799524357,T11764,Evolution and Genetic Dynamics,0.9902999997138977,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2799524357,T11975,Evolutionary Algorithms and Applications,0.9890000224113464,Artificial Intelligence,Computer Science,Physical Sciences
W2311203695,T10015,Genomics and Phylogenetic Studies,0.9997000098228455,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2311203695,T11791,Microbial Community Ecology and Physiology,0.9925000071525574,Ecology,Environmental Science,Physical Sciences
W2311203695,T11879,Protist diversity and phylogeny,0.9832000136375427,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2111647009,T10015,Genomics and Phylogenetic Studies,0.9997000098228455,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2111647009,T11269,Algorithms and Data Compression,0.9937999844551086,Artificial Intelligence,Computer Science,Physical Sciences
W2111647009,T10434,Chromosomal and Genetic Variations,0.9858999848365784,Plant Science,Agricultural and Biological Sciences,Life Sciences
W2160378127,T10015,Genomics and Phylogenetic Studies,0.9998999834060669,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2160378127,T10521,RNA and protein synthesis mechanisms,0.9990000128746033,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2160378127,T10120,Bacterial Genetics and Biotechnology,0.9825000166893005,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2152207030,T10015,Genomics and Phylogenetic Studies,0.9997000098228455,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2152207030,T11764,Evolution and Genetic Dynamics,0.9959999918937683,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2152207030,T10012,Genetic diversity and population structure,0.9940000176429749,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2132632499,T10015,Genomics and Phylogenetic Studies,0.9998000264167786,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2132632499,T10012,Genetic diversity and population structure,0.9988999962806702,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2132632499,T11764,Evolution and Genetic Dynamics,0.9962999820709229,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2125121305,T10015,Genomics and Phylogenetic Studies,1.0,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2125121305,T10012,Genetic diversity and population structure,0.994700014591217,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2125121305,T10434,Chromosomal and Genetic Variations,0.986299991607666,Plant Science,Agricultural and Biological Sciences,Life Sciences
W2097706568,T10012,Genetic diversity and population structure,0.9976000189781189,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2097706568,T11354,Evolution and Paleontology Studies,0.9975000023841858,Paleontology,Earth and Planetary Sciences,Physical Sciences
W2097706568,T10015,Genomics and Phylogenetic Studies,0.9973000288009644,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2161339576,T10012,Genetic diversity and population structure,0.9997000098228455,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2161339576,T10751,Forensic and Genetic Research,0.9939000010490417,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2161339576,T11468,Genetic Mapping and Diversity in Plants and Animals,0.9901000261306763,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2004444667,T10012,Genetic diversity and population structure,0.9882000088691711,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2004444667,T11229,Genetics and Plant Breeding,0.9854999780654907,Plant Science,Agricultural and Biological Sciences,Life Sciences
W2004444667,T11764,Evolution and Genetic Dynamics,0.9847999811172485,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W1990074132,T11468,Genetic Mapping and Diversity in Plants and Animals,0.9976999759674072,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W1990074132,T10261,Genetic Associations and Epidemiology,0.9958999752998352,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W1990074132,T10885,Gene expression and cancer classification,0.9955999851226807,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2148941593,T10002,Advanced Chemical Physics Studies,0.9994000196456909,"Atomic and Molecular Physics, and Optics",Physics and Astronomy,Physical Sciences
W2148941593,T10523,Atomic and Molecular Physics,0.9994000196456909,"Atomic and Molecular Physics, and Optics",Physics and Astronomy,Physical Sciences
W2148941593,T12220,Quantum Electrodynamics and Casimir Effect,0.9988999962806702,"Atomic and Molecular Physics, and Optics",Physics and Astronomy,Physical Sciences
W2127322768,T10015,Genomics and Phylogenetic Studies,0.9991999864578247,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2127322768,T10602,Glycosylation and Glycoproteins Research,0.9976000189781189,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2127322768,T11048,Bacteriophages and microbial interactions,0.9876999855041504,Ecology,Environmental Science,Physical Sciences
W2955504961,T12281,Animal testing and alternatives,0.5813999772071838,Small Animals,Veterinary,Health Sciences
W3177828909,T10044,Protein Structure and Dynamics,0.9993000030517578,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W3177828909,T12254,Machine Learning in Bioinformatics,0.9975000023841858,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W3177828909,T11162,Enzyme Structure and Function,0.9955999851226807,Materials Chemistry,Materials Science,Physical Sciences
W3004280078,T10118,SARS-CoV-2 and COVID-19 Research,1.0,Infectious Diseases,Medicine,Health Sciences
W3004280078,T10041,COVID-19 Clinical Research Studies,0.9970999956130981,Infectious Diseases,Medicine,Health Sciences
W3004280078,T11495,Animal Virus Infections Studies,0.9908000230789185,Animal Science and Zoology,Agricultural and Biological Sciences,Life Sciences
W3035965352,T13650,Computational Physics and Python Applications,0.3926999866962433,Artificial Intelligence,Computer Science,Physical Sciences
W3035965352,T11948,Machine Learning in Materials Science,0.060600001364946365,Materials Chemistry,Materials Science,Physical Sciences
W3035965352,T11986,Scientific Computing and Data Management,0.04740000143647194,Information Systems and Management,Decision Sciences,Social Sciences
W2257979135,T11574,Artificial Intelligence in Games,0.9998000264167786,Artificial Intelligence,Computer Science,Physical Sciences
W2257979135,T11674,Sports Analytics and Performance,0.9943000078201294,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
W2257979135,T10731,Educational Games and Gamification,0.989300012588501,Developmental and Educational Psychology,Psychology,Social Sciences
W2104549677,T10261,Genetic Associations and Epidemiology,0.9994999766349792,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2104549677,T11642,Genomics and Rare Diseases,0.9994999766349792,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2104549677,T10015,Genomics and Phylogenetic Studies,0.9990000128746033,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2919115771,T10775,Generative Adversarial Networks and Image Synthesis,0.9987999796867371,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W2919115771,T10320,Neural Networks and Applications,0.9972000122070312,Artificial Intelligence,Computer Science,Physical Sciences
W2919115771,T11512,Anomaly Detection Techniques and Applications,0.9970999956130981,Artificial Intelligence,Computer Science,Physical Sciences
W2145339207,T10581,Neural dynamics and brain function,0.9991000294685364,Cognitive Neuroscience,Neuroscience,Life Sciences
W2145339207,T10448,Memory and Neural Mechanisms,0.9911999702453613,Cognitive Neuroscience,Neuroscience,Life Sciences
W2145339207,T10042,Neural and Behavioral Psychology Studies,0.9879000186920166,Cognitive Neuroscience,Neuroscience,Life Sciences
W2259938310,T10222,Genomics and Chromatin Dynamics,1.0,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2259938310,T10521,RNA and protein synthesis mechanisms,0.9991999864578247,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2259938310,T11482,RNA modifications and cancer,0.9990000128746033,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2006318126,T10018,Advancements in Battery Materials,0.9991999864578247,Electrical and Electronic Engineering,Engineering,Physical Sciences
W2006318126,T11690,Advanced battery technologies research,0.9987999796867371,Electrical and Electronic Engineering,Engineering,Physical Sciences
W2006318126,T10663,Advanced Battery Technologies Research,0.9965999722480774,Automotive Engineering,Engineering,Physical Sciences
W2125284466,T10083,Graphene research and applications,0.9998999834060669,Materials Chemistry,Materials Science,Physical Sciences
W2125284466,T10657,Topological Materials and Phenomena,0.9997000098228455,"Atomic and Molecular Physics, and Optics",Physics and Astronomy,Physical Sciences
W2125284466,T12220,Quantum Electrodynamics and Casimir Effect,0.9991999864578247,"Atomic and Molecular Physics, and Optics",Physics and Astronomy,Physical Sciences
W2168909179,T10521,RNA and protein synthesis mechanisms,0.9991999864578247,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2168909179,T10015,Genomics and Phylogenetic Studies,0.9977999925613403,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2168909179,T10222,Genomics and Chromatin Dynamics,0.9959999918937683,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W1949231392,T10018,Advancements in Battery Materials,1.0,Electrical and Electronic Engineering,Engineering,Physical Sciences
W1949231392,T10281,Advanced Battery Materials and Technologies,1.0,Electrical and Electronic Engineering,Engineering,Physical Sciences
W1949231392,T10663,Advanced Battery Technologies Research,1.0,Automotive Engineering,Engineering,Physical Sciences
W2162348455,T10895,Species Distribution and Climate Change,0.9993000030517578,Ecological Modeling,Environmental Science,Physical Sciences
W2162348455,T10005,Ecology and Vegetation Dynamics Studies,0.9990000128746033,Nature and Landscape Conservation,Environmental Science,Physical Sciences
W2162348455,T10199,Wildlife Ecology and Conservation,0.9943000078201294,Ecology,Environmental Science,Physical Sciences
W2097255042,T10885,Gene expression and cancer classification,0.9998000264167786,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2097255042,T11970,Molecular Biology Techniques and Applications,0.9979000091552734,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2097255042,T10222,Genomics and Chromatin Dynamics,0.9973000288009644,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2112090702,T11187,Nonlinear Dynamics and Pattern Formation,0.9991000294685364,Computer Networks and Communications,Computer Science,Physical Sciences
W2112090702,T11513,stochastic dynamics and bifurcation,0.994700014591217,Statistical and Nonlinear Physics,Physics and Astronomy,Physical Sciences
