id,type,source,target,year,publication_id,journal_id,person_id,author_position,is_corresponding,sort_order,institution_id,institution_name,raw_affiliation,latitude,longitude,topic_id,topic_name,score,keyword_id,keyword_name
person_affiliated_with:person:A5050108763->affiliation:I169381384,person_affiliated_with,person:A5050108763,affiliation:I169381384,,,,A5050108763,,,,I169381384,University of Groningen,,,,,,,,
"person_affiliated_with:person:A5050108763->affiliation:bioson research institute, lab of biophysical chemistry, university of groningen, nijenborgh 4, 9747 ag groningen, the netherlands",person_affiliated_with,person:A5050108763,"affiliation:bioson research institute, lab of biophysical chemistry, university of groningen, nijenborgh 4, 9747 ag groningen, the netherlands",,,,A5050108763,,,,,,,,,,,,,
person_affiliated_with:person:A5050108763->affiliation:faculty of science and engineering,person_affiliated_with,person:A5050108763,affiliation:faculty of science and engineering,,,,A5050108763,,,,,,,,,,,,,
person_affiliated_with:person:A5006958527->affiliation:I169381384,person_affiliated_with,person:A5006958527,affiliation:I169381384,,,,A5006958527,,,,I169381384,University of Groningen,,,,,,,,
"person_affiliated_with:person:A5006958527->affiliation:department of computer science, university of groningen, groningen, the netherlands",person_affiliated_with,person:A5006958527,"affiliation:department of computer science, university of groningen, groningen, the netherlands",,,,A5006958527,,,,,,,,,,,,,
person_affiliated_with:person:A5006958527->affiliation:scientific visualization and computer graphics,person_affiliated_with,person:A5006958527,affiliation:scientific visualization and computer graphics,,,,A5006958527,,,,,,,,,,,,,
"person_affiliated_with:person:A5083564020->affiliation:bioson research institute, lab of biophysical chemistry, university of groningen, nijenborgh 4, 9747 ag groningen, the netherlands",person_affiliated_with,person:A5083564020,"affiliation:bioson research institute, lab of biophysical chemistry, university of groningen, nijenborgh 4, 9747 ag groningen, the netherlands",,,,A5083564020,,,,,,,,,,,,,
person_affiliated_with:person:A5083564020->affiliation:faculty of science and engineering,person_affiliated_with,person:A5083564020,affiliation:faculty of science and engineering,,,,A5083564020,,,,,,,,,,,,,
person_affiliated_with:person:A5014222269->affiliation:I169381384,person_affiliated_with,person:A5014222269,affiliation:I169381384,,,,A5014222269,,,,I169381384,University of Groningen,,,,,,,,
"person_affiliated_with:person:A5014222269->affiliation:bioson research institute, lab of biophysical chemistry, university of groningen, nijenborgh 4, 9747 ag groningen, the netherlands",person_affiliated_with,person:A5014222269,"affiliation:bioson research institute, lab of biophysical chemistry, university of groningen, nijenborgh 4, 9747 ag groningen, the netherlands",,,,A5014222269,,,,,,,,,,,,,
person_affiliated_with:person:A5014222269->affiliation:faculty of science and engineering,person_affiliated_with,person:A5014222269,affiliation:faculty of science and engineering,,,,A5014222269,,,,,,,,,,,,,
person_affiliated_with:person:A5060703811->affiliation:I173911158,person_affiliated_with,person:A5060703811,affiliation:I173911158,,,,A5060703811,,,,I173911158,Iowa State University,,,,,,,,
"person_affiliated_with:person:A5060703811->affiliation:department of chemistry, iowa state university, ames, iowa 50011-0311",person_affiliated_with,person:A5060703811,"affiliation:department of chemistry, iowa state university, ames, iowa 50011-0311",,,,A5060703811,,,,,,,,,,,,,
person_affiliated_with:person:A5045316090->affiliation:I173911158,person_affiliated_with,person:A5045316090,affiliation:I173911158,,,,A5045316090,,,,I173911158,Iowa State University,,,,,,,,
"person_affiliated_with:person:A5045316090->affiliation:department of chemistry, iowa state university, ames, iowa 50011-0311",person_affiliated_with,person:A5045316090,"affiliation:department of chemistry, iowa state university, ames, iowa 50011-0311",,,,A5045316090,,,,,,,,,,,,,
person_affiliated_with:person:A5030527991->affiliation:I173911158,person_affiliated_with,person:A5030527991,affiliation:I173911158,,,,A5030527991,,,,I173911158,Iowa State University,,,,,,,,
"person_affiliated_with:person:A5030527991->affiliation:department of chemistry, iowa state university, ames, iowa 50011-0311",person_affiliated_with,person:A5030527991,"affiliation:department of chemistry, iowa state university, ames, iowa 50011-0311",,,,A5030527991,,,,,,,,,,,,,
"person_affiliated_with:person:A5030527991->affiliation:olac pl/rkfe, 9 antares road, building 8451, edwards afb, ca 93523-5000",person_affiliated_with,person:A5030527991,"affiliation:olac pl/rkfe, 9 antares road, building 8451, edwards afb, ca 93523-5000",,,,A5030527991,,,,,,,,,,,,,
person_affiliated_with:person:A5077913833->affiliation:I173911158,person_affiliated_with,person:A5077913833,affiliation:I173911158,,,,A5077913833,,,,I173911158,Iowa State University,,,,,,,,
"person_affiliated_with:person:A5077913833->affiliation:department of chemistry, iowa state university, ames, iowa 50011-0311",person_affiliated_with,person:A5077913833,"affiliation:department of chemistry, iowa state university, ames, iowa 50011-0311",,,,A5077913833,,,,,,,,,,,,,
person_affiliated_with:person:A5010977651->affiliation:I173911158,person_affiliated_with,person:A5010977651,affiliation:I173911158,,,,A5010977651,,,,I173911158,Iowa State University,,,,,,,,
"person_affiliated_with:person:A5010977651->affiliation:department of chemistry, iowa state university, ames, iowa 50011-0311",person_affiliated_with,person:A5010977651,"affiliation:department of chemistry, iowa state university, ames, iowa 50011-0311",,,,A5010977651,,,,,,,,,,,,,
person_affiliated_with:person:A5053685425->affiliation:I173911158,person_affiliated_with,person:A5053685425,affiliation:I173911158,,,,A5053685425,,,,I173911158,Iowa State University,,,,,,,,
"person_affiliated_with:person:A5053685425->affiliation:department of chemistry, iowa state university, ames, iowa 50011-0311",person_affiliated_with,person:A5053685425,"affiliation:department of chemistry, iowa state university, ames, iowa 50011-0311",,,,A5053685425,,,,,,,,,,,,,
person_affiliated_with:person:A5040547033->affiliation:I173911158,person_affiliated_with,person:A5040547033,affiliation:I173911158,,,,A5040547033,,,,I173911158,Iowa State University,,,,,,,,
"person_affiliated_with:person:A5040547033->affiliation:department of chemistry, iowa state university, ames, iowa 50011-0311",person_affiliated_with,person:A5040547033,"affiliation:department of chemistry, iowa state university, ames, iowa 50011-0311",,,,A5040547033,,,,,,,,,,,,,
"person_affiliated_with:person:A5040547033->affiliation:department of education, mie university, 1515 kamihamacho, tsu 514, japan",person_affiliated_with,person:A5040547033,"affiliation:department of education, mie university, 1515 kamihamacho, tsu 514, japan",,,,A5040547033,,,,,,,,,,,,,
person_affiliated_with:person:A5072865444->affiliation:I173911158,person_affiliated_with,person:A5072865444,affiliation:I173911158,,,,A5072865444,,,,I173911158,Iowa State University,,,,,,,,
"person_affiliated_with:person:A5072865444->affiliation:department of chemistry, iowa state university, ames, iowa 50011-0311",person_affiliated_with,person:A5072865444,"affiliation:department of chemistry, iowa state university, ames, iowa 50011-0311",,,,A5072865444,,,,,,,,,,,,,
person_affiliated_with:person:A5001939738->affiliation:I173911158,person_affiliated_with,person:A5001939738,affiliation:I173911158,,,,A5001939738,,,,I173911158,Iowa State University,,,,,,,,
"person_affiliated_with:person:A5001939738->affiliation:department of chemistry, iowa state university, ames, iowa 50011-0311",person_affiliated_with,person:A5001939738,"affiliation:department of chemistry, iowa state university, ames, iowa 50011-0311",,,,A5001939738,,,,,,,,,,,,,
person_affiliated_with:person:A5043060452->affiliation:I173911158,person_affiliated_with,person:A5043060452,affiliation:I173911158,,,,A5043060452,,,,I173911158,Iowa State University,,,,,,,,
"person_affiliated_with:person:A5043060452->affiliation:department of chemistry, iowa state university, ames, iowa 50011-0311",person_affiliated_with,person:A5043060452,"affiliation:department of chemistry, iowa state university, ames, iowa 50011-0311",,,,A5043060452,,,,,,,,,,,,,
person_affiliated_with:person:A5081731526->affiliation:I173911158,person_affiliated_with,person:A5081731526,affiliation:I173911158,,,,A5081731526,,,,I173911158,Iowa State University,,,,,,,,
"person_affiliated_with:person:A5081731526->affiliation:department of chemistry, iowa state university, ames, iowa 50011-0311",person_affiliated_with,person:A5081731526,"affiliation:department of chemistry, iowa state university, ames, iowa 50011-0311",,,,A5081731526,,,,,,,,,,,,,
person_affiliated_with:person:A5074474528->affiliation:I144852770,person_affiliated_with,person:A5074474528,affiliation:I144852770,,,,A5074474528,,,,I144852770,The King's College,,,,,,,,
person_affiliated_with:person:A5074474528->affiliation:I1341412227,person_affiliated_with,person:A5074474528,affiliation:I1341412227,,,,A5074474528,,,,I1341412227,IBM (United States),,,,,,,,
"person_affiliated_with:person:A5074474528->affiliation:ibm corporation, dept. mlma/428, neighborhood road, kingston, new york 12401",person_affiliated_with,person:A5074474528,"affiliation:ibm corporation, dept. mlma/428, neighborhood road, kingston, new york 12401",,,,A5074474528,,,,,,,,,,,,,
person_affiliated_with:person:A5082651430->affiliation:I4401726811,person_affiliated_with,person:A5082651430,affiliation:I4401726811,,,,A5082651430,,,,I4401726811,Hartford Financial Services (United States),,,,,,,,
"person_affiliated_with:person:A5082651430->affiliation:united technologies research center, east hartford, connecticut 06108",person_affiliated_with,person:A5082651430,"affiliation:united technologies research center, east hartford, connecticut 06108",,,,A5082651430,,,,,,,,,,,,,
person_affiliated_with:person:A5068520992->affiliation:I192454743,person_affiliated_with,person:A5068520992,affiliation:I192454743,,,,A5068520992,,,,I192454743,Sandia National Laboratories California,,,,,,,,
"person_affiliated_with:person:A5068520992->affiliation:parallel computational sciences department 1421, ms 1111, sandia national laboratories, albuquerque, new mexico 87185-1111",person_affiliated_with,person:A5068520992,"affiliation:parallel computational sciences department 1421, ms 1111, sandia national laboratories, albuquerque, new mexico 87185-1111",,,,A5068520992,,,,,,,,,,,,,
person_affiliated_with:person:A5059673789->affiliation:I277688954,person_affiliated_with,person:A5059673789,affiliation:I277688954,,,,A5059673789,,,,I277688954,Université Paris-Saclay,,,,,,,,
person_affiliated_with:person:A5059673789->affiliation:I204730241,person_affiliated_with,person:A5059673789,affiliation:I204730241,,,,A5059673789,,,,I204730241,Université Paris Cité,,,,,,,,
"person_affiliated_with:person:A5059673789->affiliation:centre européen de calcul atomique et moliculaire (cecam), bâtiment 506, université de paris xi, 91405 orsay, france",person_affiliated_with,person:A5059673789,"affiliation:centre européen de calcul atomique et moliculaire (cecam), bâtiment 506, université de paris xi, 91405 orsay, france",,,,A5059673789,,,,,,,,,,,,,
person_affiliated_with:person:A5034536267->affiliation:I204730241,person_affiliated_with,person:A5034536267,affiliation:I204730241,,,,A5034536267,,,,I204730241,Université Paris Cité,,,,,,,,
person_affiliated_with:person:A5034536267->affiliation:I277688954,person_affiliated_with,person:A5034536267,affiliation:I277688954,,,,A5034536267,,,,I277688954,Université Paris-Saclay,,,,,,,,
"person_affiliated_with:person:A5034536267->affiliation:centre européen de calcul atomique et moliculaire (cecam), bâtiment 506, université de paris xi, 91405 orsay, france",person_affiliated_with,person:A5034536267,"affiliation:centre européen de calcul atomique et moliculaire (cecam), bâtiment 506, université de paris xi, 91405 orsay, france",,,,A5034536267,,,,,,,,,,,,,
person_affiliated_with:person:A5083564020->affiliation:I277688954,person_affiliated_with,person:A5083564020,affiliation:I277688954,,,,A5083564020,,,,I277688954,Université Paris-Saclay,,,,,,,,
person_affiliated_with:person:A5083564020->affiliation:I204730241,person_affiliated_with,person:A5083564020,affiliation:I204730241,,,,A5083564020,,,,I204730241,Université Paris Cité,,,,,,,,
"person_affiliated_with:person:A5083564020->affiliation:centre européen de calcul atomique et moliculaire (cecam), bâtiment 506, université de paris xi, 91405 orsay, france",person_affiliated_with,person:A5083564020,"affiliation:centre européen de calcul atomique et moliculaire (cecam), bâtiment 506, université de paris xi, 91405 orsay, france",,,,A5083564020,,,,,,,,,,,,,
person_affiliated_with:person:A5072341135->affiliation:I1283103587,person_affiliated_with,person:A5072341135,affiliation:I1283103587,,,,A5072341135,,,,I1283103587,AT&T (United States),,,,,,,,
"person_affiliated_with:person:A5072341135->affiliation:at&t labs, 180 park avenue, florham park, new jersey, 07932",person_affiliated_with,person:A5072341135,"affiliation:at&t labs, 180 park avenue, florham park, new jersey, 07932",,,,A5072341135,,,,,,,,,,,,,
"person_affiliated_with:person:A5072341135->affiliation:at&t labs, 180 park avenue, florham park, new jersey 07932#tab#",person_affiliated_with,person:A5072341135,"affiliation:at&t labs, 180 park avenue, florham park, new jersey 07932#tab#",,,,A5072341135,,,,,,,,,,,,,
person_affiliated_with:person:A5084108666->affiliation:I1283103587,person_affiliated_with,person:A5084108666,affiliation:I1283103587,,,,A5084108666,,,,I1283103587,AT&T (United States),,,,,,,,
"person_affiliated_with:person:A5084108666->affiliation:at&t labs, 180 park avenue, florham park, new jersey, 07932",person_affiliated_with,person:A5084108666,"affiliation:at&t labs, 180 park avenue, florham park, new jersey, 07932",,,,A5084108666,,,,,,,,,,,,,
"person_affiliated_with:person:A5084108666->affiliation:at&t labs, 180 park avenue, florham park, new jersey 07932#tab#",person_affiliated_with,person:A5084108666,"affiliation:at&t labs, 180 park avenue, florham park, new jersey 07932#tab#",,,,A5084108666,,,,,,,,,,,,,
person_affiliated_with:person:A5009029178->affiliation:I95457486,person_affiliated_with,person:A5009029178,affiliation:I95457486,,,,A5009029178,,,,I95457486,"University of California, Berkeley",,,,,,,,
person_affiliated_with:person:A5009029178->affiliation:school of information university of california-berkeley,person_affiliated_with,person:A5009029178,affiliation:school of information university of california-berkeley,,,,A5009029178,,,,,,,,,,,,,
person_affiliated_with:person:A5009029178->affiliation:school of informationuniversity of california‐berkeley,person_affiliated_with,person:A5009029178,affiliation:school of informationuniversity of california‐berkeley,,,,A5009029178,,,,,,,,,,,,,
person_affiliated_with:person:A5015041288->affiliation:I87216513,person_affiliated_with,person:A5015041288,affiliation:I87216513,,,,A5015041288,,,,I87216513,Michigan State University,,,,,,,,
"person_affiliated_with:person:A5015041288->affiliation:department of telecommunication, information studies, and media michigan state university",person_affiliated_with,person:A5015041288,"affiliation:department of telecommunication, information studies, and media michigan state university",,,,A5015041288,,,,,,,,,,,,,
"person_affiliated_with:person:A5015041288->affiliation:department of telecommunication, information studies, and mediamichigan state university",person_affiliated_with,person:A5015041288,"affiliation:department of telecommunication, information studies, and mediamichigan state university",,,,A5015041288,,,,,,,,,,,,,
person_affiliated_with:person:A5109877645->affiliation:I87424562,person_affiliated_with,person:A5109877645,affiliation:I87424562,,,,A5109877645,,,,I87424562,Ithaca College,,,,,,,,
person_affiliated_with:person:A5109877645->affiliation:I205783295,person_affiliated_with,person:A5109877645,affiliation:I205783295,,,,A5109877645,,,,I205783295,Cornell University,,,,,,,,
"person_affiliated_with:person:A5109877645->affiliation:cornell university, department of animal science, ithaca, ny",person_affiliated_with,person:A5109877645,"affiliation:cornell university, department of animal science, ithaca, ny",,,,A5109877645,,,,,,,,,,,,,
person_affiliated_with:person:A5109877645->affiliation:cornell university department of animal sdence and,person_affiliated_with,person:A5109877645,affiliation:cornell university department of animal sdence and,,,,A5109877645,,,,,,,,,,,,,
"person_affiliated_with:person:A5109877645->affiliation:dmsion of nutritional sciences ithaca, ny",person_affiliated_with,person:A5109877645,"affiliation:dmsion of nutritional sciences ithaca, ny",,,,A5109877645,,,,,,,,,,,,,
person_affiliated_with:person:A5114376371->affiliation:I205783295,person_affiliated_with,person:A5114376371,affiliation:I205783295,,,,A5114376371,,,,I205783295,Cornell University,,,,,,,,
person_affiliated_with:person:A5114376371->affiliation:I87424562,person_affiliated_with,person:A5114376371,affiliation:I87424562,,,,A5114376371,,,,I87424562,Ithaca College,,,,,,,,
person_affiliated_with:person:A5114376371->affiliation:cornell university department of animal sdence and,person_affiliated_with,person:A5114376371,affiliation:cornell university department of animal sdence and,,,,A5114376371,,,,,,,,,,,,,
"person_affiliated_with:person:A5114376371->affiliation:dmsion of nutritional sciences ithaca, ny",person_affiliated_with,person:A5114376371,"affiliation:dmsion of nutritional sciences ithaca, ny",,,,A5114376371,,,,,,,,,,,,,
person_affiliated_with:person:A5114258143->affiliation:I87424562,person_affiliated_with,person:A5114258143,affiliation:I87424562,,,,A5114258143,,,,I87424562,Ithaca College,,,,,,,,
person_affiliated_with:person:A5114258143->affiliation:I205783295,person_affiliated_with,person:A5114258143,affiliation:I205783295,,,,A5114258143,,,,I205783295,Cornell University,,,,,,,,
"person_affiliated_with:person:A5114258143->affiliation:dmsion of nutritional sciences ithaca, ny",person_affiliated_with,person:A5114258143,"affiliation:dmsion of nutritional sciences ithaca, ny",,,,A5114258143,,,,,,,,,,,,,
person_affiliated_with:person:A5114258143->affiliation:cornell university department of animal sdence and,person_affiliated_with,person:A5114258143,affiliation:cornell university department of animal sdence and,,,,A5114258143,,,,,,,,,,,,,
person_affiliated_with:person:A5089998471->affiliation:I139607695,person_affiliated_with,person:A5089998471,affiliation:I139607695,,,,A5089998471,,,,I139607695,Institute for Fiscal Studies,,,,,,,,
person_affiliated_with:person:A5089998471->affiliation:I45129253,person_affiliated_with,person:A5089998471,affiliation:I45129253,,,,A5089998471,,,,I45129253,University College London,,,,,,,,
"person_affiliated_with:person:A5089998471->affiliation:institute for fiscal studies and department of economics, university college london, london wc1e 6bt, uk",person_affiliated_with,person:A5089998471,"affiliation:institute for fiscal studies and department of economics, university college london, london wc1e 6bt, uk",,,,A5089998471,,,,,,,,,,,,,
person_affiliated_with:person:A5107790695->affiliation:I139607695,person_affiliated_with,person:A5107790695,affiliation:I139607695,,,,A5107790695,,,,I139607695,Institute for Fiscal Studies,,,,,,,,
"person_affiliated_with:person:A5107790695->affiliation:institute for fiscal studies and nuffield college, oxford ox1 1nf, uk",person_affiliated_with,person:A5107790695,"affiliation:institute for fiscal studies and nuffield college, oxford ox1 1nf, uk",,,,A5107790695,,,,,,,,,,,,,
person_affiliated_with:person:A5114113233->affiliation:I4210121976,person_affiliated_with,person:A5114113233,affiliation:I4210121976,,,,A5114113233,,,,I4210121976,Centro de Estudios Monetarios y Financieros,,,,,,,,
"person_affiliated_with:person:A5114113233->affiliation:cemfi, 28014 madrid, spain",person_affiliated_with,person:A5114113233,"affiliation:cemfi, 28014 madrid, spain",,,,A5114113233,,,,,,,,,,,,,
person_affiliated_with:person:A5026185670->affiliation:I185763367,person_affiliated_with,person:A5026185670,affiliation:I185763367,,,,A5026185670,,,,I185763367,Bank of Spain,,,,,,,,
"person_affiliated_with:person:A5026185670->affiliation:research department, bank of spain, 28014 madrid, spain",person_affiliated_with,person:A5026185670,"affiliation:research department, bank of spain, 28014 madrid, spain",,,,A5026185670,,,,,,,,,,,,,
person_affiliated_with:person:A5102799463->affiliation:I36258959,person_affiliated_with,person:A5102799463,affiliation:I36258959,,,,A5102799463,,,,I36258959,"University of California, San Diego",,,,,,,,
person_affiliated_with:person:A5102799463->affiliation:I204337017,person_affiliated_with,person:A5102799463,affiliation:I204337017,,,,A5102799463,,,,I204337017,Aarhus University,,,,,,,,
"person_affiliated_with:person:A5102799463->affiliation:institute of economics, university of aarhus, denmark",person_affiliated_with,person:A5102799463,"affiliation:institute of economics, university of aarhus, denmark",,,,A5102799463,,,,,,,,,,,,,
"person_affiliated_with:person:A5102799463->affiliation:university of california at san diego, la jolla, ca 92093, usa",person_affiliated_with,person:A5102799463,"affiliation:university of california at san diego, la jolla, ca 92093, usa",,,,A5102799463,,,,,,,,,,,,,
person_affiliated_with:person:A5033404536->affiliation:I124055696,person_affiliated_with,person:A5033404536,affiliation:I124055696,,,,A5033404536,,,,I124055696,University of Copenhagen,,,,,,,,
"person_affiliated_with:person:A5033404536->affiliation:university of copenhagen, dk-2100 copenhagen, denmark",person_affiliated_with,person:A5033404536,"affiliation:university of copenhagen, dk-2100 copenhagen, denmark",,,,A5033404536,,,,,,,,,,,,,
person_affiliated_with:person:A5081960116->affiliation:I1336096307,person_affiliated_with,person:A5081960116,affiliation:I1336096307,,,,A5081960116,,,,I1336096307,United States Department of Agriculture,,,,,,,,
"person_affiliated_with:person:A5081960116->affiliation:bureau of entomology, united states department of agriculture",person_affiliated_with,person:A5081960116,"affiliation:bureau of entomology, united states department of agriculture",,,,A5081960116,,,,,,,,,,,,,
"person_affiliated_with:person:A5081960116->affiliation:bureau of entomology, united states dept. of agriculture,",person_affiliated_with,person:A5081960116,"affiliation:bureau of entomology, united states dept. of agriculture,",,,,A5081960116,,,,,,,,,,,,,
person_affiliated_with:person:W1663973292-person-0->affiliation:I12097938,person_affiliated_with,person:W1663973292-person-0,affiliation:I12097938,,,,W1663973292-person-0,,,,I12097938,West Virginia University,,,,,,,,
person_affiliated_with:person:W1663973292-person-0->affiliation:I4210164937,person_affiliated_with,person:W1663973292-person-0,affiliation:I4210164937,,,,W1663973292-person-0,,,,I4210164937,Microsoft Research (United Kingdom),,,,,,,,
person_affiliated_with:person:W1663973292-person-0->affiliation:west virginia univ. (united states),person_affiliated_with,person:W1663973292-person-0,affiliation:west virginia univ. (united states),,,,W1663973292-person-0,,,,,,,,,,,,,
person_affiliated_with:person:W1663973292-person-0->affiliation:microsoft,person_affiliated_with,person:W1663973292-person-0,affiliation:microsoft,,,,W1663973292-person-0,,,,,,,,,,,,,
"person_affiliated_with:person:A5064411709->affiliation:vanderbilt u, george peabody coll, tn, us",person_affiliated_with,person:A5064411709,"affiliation:vanderbilt u, george peabody coll, tn, us",,,,A5064411709,,,,,,,,,,,,,
person_affiliated_with:person:A5091820687->affiliation:I40347166,person_affiliated_with,person:A5091820687,affiliation:I40347166,,,,A5091820687,,,,I40347166,University of Chicago,,,,,,,,
"person_affiliated_with:person:A5091820687->affiliation:university of chicago, chicago, il 60637, usa",person_affiliated_with,person:A5091820687,"affiliation:university of chicago, chicago, il 60637, usa",,,,A5091820687,,,,,,,,,,,,,
"person_affiliated_with:person:A5091820687->affiliation:university of chicago, chicago, il 60637 usa",person_affiliated_with,person:A5091820687,"affiliation:university of chicago, chicago, il 60637 usa",,,,A5091820687,,,,,,,,,,,,,
person_affiliated_with:person:A5041631912->affiliation:I40347166,person_affiliated_with,person:A5041631912,affiliation:I40347166,,,,A5041631912,,,,I40347166,University of Chicago,,,,,,,,
"person_affiliated_with:person:A5041631912->affiliation:university of chicago, chicago, il 60637, usa",person_affiliated_with,person:A5041631912,"affiliation:university of chicago, chicago, il 60637, usa",,,,A5041631912,,,,,,,,,,,,,
"person_affiliated_with:person:A5041631912->affiliation:university of chicago, chicago, il 60637 usa",person_affiliated_with,person:A5041631912,"affiliation:university of chicago, chicago, il 60637 usa",,,,A5041631912,,,,,,,,,,,,,
person_affiliated_with:person:A5015461877->affiliation:I4210110987,person_affiliated_with,person:A5015461877,affiliation:I4210110987,,,,A5015461877,,,,I4210110987,IIT@MIT,,,,,,,,
"person_affiliated_with:person:A5015461877->affiliation:mit/nber, cambridge, ma 02139, usa",person_affiliated_with,person:A5015461877,"affiliation:mit/nber, cambridge, ma 02139, usa",,,,A5015461877,,,,,,,,,,,,,
person_affiliated_with:person:A5042899303->affiliation:I162148367,person_affiliated_with,person:A5042899303,affiliation:I162148367,,,,A5042899303,,,,I162148367,Pontificia Universidad Católica de Chile,,,,,,,,
"person_affiliated_with:person:A5042899303->affiliation:universidad catolica de chile, santiago, chile",person_affiliated_with,person:A5042899303,"affiliation:universidad catolica de chile, santiago, chile",,,,A5042899303,,,,,,,,,,,,,
person_affiliated_with:person:A5068490503->affiliation:I5388228,person_affiliated_with,person:A5068490503,affiliation:I5388228,,,,A5068490503,,,,I5388228,University of Rochester,,,,,,,,
"person_affiliated_with:person:A5068490503->affiliation:university of rochester, rochester, ny 14627, u.s.a",person_affiliated_with,person:A5068490503,"affiliation:university of rochester, rochester, ny 14627, u.s.a",,,,A5068490503,,,,,,,,,,,,,
person_affiliated_with:person:A5000102021->affiliation:I5388228,person_affiliated_with,person:A5000102021,affiliation:I5388228,,,,A5000102021,,,,I5388228,University of Rochester,,,,,,,,
"person_affiliated_with:person:A5000102021->affiliation:university of rochester, rochester, ny 14627, u.s.a",person_affiliated_with,person:A5000102021,"affiliation:university of rochester, rochester, ny 14627, u.s.a",,,,A5000102021,,,,,,,,,,,,,
person_affiliated_with:person:A5049860225->affiliation:I55769427,person_affiliated_with,person:A5049860225,affiliation:I55769427,,,,A5049860225,,,,I55769427,Indiana University – Purdue University Indianapolis,,,,,,,,
"person_affiliated_with:person:A5049860225->affiliation:regenstrief institute for health care and department of medicine, indiana university, indianapolis 46202, usa. kkroenke@regenstrief.org",person_affiliated_with,person:A5049860225,"affiliation:regenstrief institute for health care and department of medicine, indiana university, indianapolis 46202, usa. kkroenke@regenstrief.org",,,,A5049860225,,,,,,,,,,,,,
"person_affiliated_with:person:A5049860225->affiliation:the regenstrief institute for health care and department of medicine, indiana university, indianapolis",person_affiliated_with,person:A5049860225,"affiliation:the regenstrief institute for health care and department of medicine, indiana university, indianapolis",,,,A5049860225,,,,,,,,,,,,,
person_affiliated_with:person:A5107836452->affiliation:I78577930,person_affiliated_with,person:A5107836452,affiliation:I78577930,,,,A5107836452,,,,I78577930,Columbia University,,,,,,,,
person_affiliated_with:person:A5107836452->affiliation:I33086117,person_affiliated_with,person:A5107836452,affiliation:I33086117,,,,A5107836452,,,,I33086117,New York Psychoanalytic Society and Institute,,,,,,,,
"person_affiliated_with:person:A5107836452->affiliation:the new york state psychiatric institute and department of psychiatry, columbia university, new york, ny",person_affiliated_with,person:A5107836452,"affiliation:the new york state psychiatric institute and department of psychiatry, columbia university, new york, ny",,,,A5107836452,,,,,,,,,,,,,
"person_affiliated_with:person:A5107836452->affiliation:the new york state psychiatric institute and department of psychiatry, columbia university, new york",person_affiliated_with,person:A5107836452,"affiliation:the new york state psychiatric institute and department of psychiatry, columbia university, new york",,,,A5107836452,,,,,,,,,,,,,
person_affiliated_with:person:A5050843152->affiliation:I78577930,person_affiliated_with,person:A5050843152,affiliation:I78577930,,,,A5050843152,,,,I78577930,Columbia University,,,,,,,,
"person_affiliated_with:person:A5050843152->affiliation:the new york state psychiatric institute and department of psychiatry, columbia university, new york",person_affiliated_with,person:A5050843152,"affiliation:the new york state psychiatric institute and department of psychiatry, columbia university, new york",,,,A5050843152,,,,,,,,,,,,,
person_affiliated_with:person:A5043882095->affiliation:I1325886976,person_affiliated_with,person:A5043882095,affiliation:I1325886976,,,,A5043882095,,,,I1325886976,Siemens (Germany),,,,,,,,
"person_affiliated_with:person:A5043882095->affiliation:siemens ag, zfe t sn2, otto-hahn ring 6, d-81739, muenchen, germany",person_affiliated_with,person:A5043882095,"affiliation:siemens ag, zfe t sn2, otto-hahn ring 6, d-81739, muenchen, germany",,,,A5043882095,,,,,,,,,,,,,
"person_affiliated_with:person:A5043882095->affiliation:siemens ag, zfe t sn2, otto-hahn ring 6, d-81739 muenchen, germany. (e-mail:rainer.storn@mchp.siemens.de)#tab#",person_affiliated_with,person:A5043882095,"affiliation:siemens ag, zfe t sn2, otto-hahn ring 6, d-81739 muenchen, germany. (e-mail:rainer.storn@mchp.siemens.de)#tab#",,,,A5043882095,,,,,,,,,,,,,
"person_affiliated_with:person:A5036754351->affiliation:836 owl circle, vacaville, ca, 95687, u.s.a",person_affiliated_with,person:A5036754351,"affiliation:836 owl circle, vacaville, ca, 95687, u.s.a",,,,A5036754351,,,,,,,,,,,,,
"person_affiliated_with:person:A5036754351->affiliation:836 owl circle, vacaville, ca 95687, u.s.a. (email: kprice@solano.community.net)#tab#",person_affiliated_with,person:A5036754351,"affiliation:836 owl circle, vacaville, ca 95687, u.s.a. (email: kprice@solano.community.net)#tab#",,,,A5036754351,,,,,,,,,,,,,
person_affiliated_with:person:A5019172558->affiliation:I74973139,person_affiliated_with,person:A5019172558,affiliation:I74973139,,,,A5019172558,,,,I74973139,Carnegie Mellon University,,,,,,,,
person_affiliated_with:person:A5019172558->affiliation:carnegie mellon u.;,person_affiliated_with,person:A5019172558,affiliation:carnegie mellon u.;,,,,A5019172558,,,,,,,,,,,,,
person_affiliated_with:person:A5110082402->affiliation:I4210114886,person_affiliated_with,person:A5110082402,affiliation:I4210114886,,,,A5110082402,,,,I4210114886,Institute for Community Health,,,,,,,,
person_affiliated_with:person:A5110082402->affiliation:community health sciences,person_affiliated_with,person:A5110082402,affiliation:community health sciences,,,,A5110082402,,,,,,,,,,,,,
person_affiliated_with:person:A5111898702->affiliation:I2802260906,person_affiliated_with,person:A5111898702,affiliation:I2802260906,,,,A5111898702,,,,I2802260906,HR Wallingford,,,,,,,,
