id,type,affiliation_id,label,institution_name,country_code,institution_type,latitude,longitude,raw_affiliation
affiliation:I4210105714,affiliation,I4210105714,Center for Human Genetics,Center for Human Genetics,US,nonprofit,44.39016342163086,-68.2872314453125,
affiliation:I4210160507,affiliation,I4210160507,Center for Life Sciences,Center for Life Sciences,CN,education,39.907501220703125,116.39723205566406,
affiliation:I4210155419,affiliation,I4210155419,Center for Systems Biology,Center for Systems Biology,US,facility,42.3631591796875,-71.06873321533203,
affiliation:I1289490764,affiliation,I1289490764,Centers for Disease Control and Prevention,Centers for Disease Control and Prevention,US,funder,33.749000549316406,-84.38797760009766,
affiliation:I4210143568,affiliation,I4210143568,Central Hospital of Wuhan,Central Hospital of Wuhan,CN,healthcare,30.581451416015625,114.29573059082031,
affiliation:I2799949648,affiliation,I2799949648,Central Institution for Meteorology and Geodynamics,Central Institution for Meteorology and Geodynamics,AT,facility,48.20848846435547,16.372079849243164,
affiliation:I4387154308,affiliation,I4387154308,Centre de Recherche Épidémiologie et Statistique,Centre de Recherche Épidémiologie et Statistique,FR,facility,48.85341,2.3488,
affiliation:I1336263701,affiliation,I1336263701,Centre for Human Genetics,Centre for Human Genetics,GB,facility,51.752220153808594,-1.2559599876403809,
affiliation:I4210162265,affiliation,I4210162265,Centre for Plant Biotechnology and Genomics,Centre for Plant Biotechnology and Genomics,ES,facility,40.43292999267578,-3.813380002975464,
affiliation:I4210087978,affiliation,I4210087978,Centre Hospitalier Universitaire de Besançon,Centre Hospitalier Universitaire de Besançon,FR,healthcare,47.24878,6.01815,
affiliation:I4210114068,affiliation,I4210114068,Centre Hospitalier Universitaire de Caen,Centre Hospitalier Universitaire de Caen,FR,healthcare,49.18585,-0.35912,
affiliation:I4210155724,affiliation,I4210155724,Centre Hospitalier Universitaire de Rennes,Centre Hospitalier Universitaire de Rennes,FR,healthcare,48.11198,-1.67429,
affiliation:I4210101348,affiliation,I4210101348,Centre Inria de l'Université Grenoble Alpes,Centre Inria de l'Université Grenoble Alpes,FR,facility,45.22537,5.8017,
affiliation:I42237331,affiliation,I42237331,Centre international de recherche sur le cancer,Centre international de recherche sur le cancer,FR,government,45.74846,4.84671,
affiliation:I4210135817,affiliation,I4210135817,Centre Interuniversitaire de Recherche et d’Ingénierie des Matériaux,Centre Interuniversitaire de Recherche et d’Ingénierie des Matériaux,FR,facility,43.60426,1.44367,
affiliation:I1294671590,affiliation,I1294671590,Centre National de la Recherche Scientifique,Centre National de la Recherche Scientifique,FR,funder,48.85341,2.3488,
affiliation:I4210121976,affiliation,I4210121976,Centro de Estudios Monetarios y Financieros,Centro de Estudios Monetarios y Financieros,ES,education,40.416500091552734,-3.7025599479675293,
affiliation:I4210158797,affiliation,I4210158797,CEP America,CEP America,US,healthcare,37.84010314941406,-122.29842376708984,
affiliation:I4210128309,affiliation,I4210128309,CERMICS,CERMICS,FR,facility,48.85,2.6,
affiliation:I4210140583,affiliation,I4210140583,Cerro Tololo Inter-American Observatory,Cerro Tololo Inter-American Observatory,CL,facility,-29.90591,-71.25014,
affiliation:I66862912,affiliation,I66862912,Chalmers University of Technology,Chalmers University of Technology,SE,education,57.70716,11.96679,
affiliation:I7877124,affiliation,I7877124,Charité - Universitätsmedizin Berlin,Charité - Universitätsmedizin Berlin,DE,healthcare,52.52437,13.41053,
affiliation:I2802384191,affiliation,I2802384191,Children's Hospital at Westmead,Children's Hospital at Westmead,AU,funder,-33.86785,151.20732,
affiliation:I4210096275,affiliation,I4210096275,Children's Hospital Colorado,Children's Hospital Colorado,US,healthcare,39.74100112915039,-104.83599853515625,
affiliation:I1335321130,affiliation,I1335321130,Children's Hospital of Philadelphia,Children's Hospital of Philadelphia,US,funder,39.9523811340332,-75.16361999511719,
affiliation:I2801051648,affiliation,I2801051648,China-Japan Friendship Hospital,China-Japan Friendship Hospital,CN,healthcare,39.907501220703125,116.39723205566406,
affiliation:I200296433,affiliation,I200296433,Chinese Academy of Medical Sciences & Peking Union Medical College,Chinese Academy of Medical Sciences & Peking Union Medical College,CN,education,39.9075,116.39723,
affiliation:I19820366,affiliation,I19820366,Chinese Academy of Sciences,Chinese Academy of Sciences,CN,funder,39.9075,116.39723,
affiliation:I184490438,affiliation,I184490438,Chinese Center For Disease Control and Prevention,Chinese Center For Disease Control and Prevention,CN,government,39.907501220703125,116.39723205566406,
affiliation:I98940699,affiliation,I98940699,Chukyo University,Chukyo University,JP,education,35.18146896362305,136.90640258789062,
affiliation:I4210119786,affiliation,I4210119786,Cineca,Cineca,IT,other,44.486427307128906,11.259774208068848,
affiliation:I125687163,affiliation,I125687163,City College of New York,City College of New York,US,education,40.714271545410156,-74.00596618652344,
affiliation:I196883781,affiliation,I196883781,Clarkson College,Clarkson College,US,education,41.2591667175293,-95.9749984741211,
affiliation:I8078737,affiliation,I8078737,Clemson University,Clemson University,US,education,34.683441162109375,-82.83737182617188,
affiliation:I4210133584,affiliation,I4210133584,Clinical Research Consultants (United States),Clinical Research Consultants (United States),US,company,39.056251525878906,-94.5918960571289,
affiliation:I72054575,affiliation,I72054575,Cochrane,Cochrane,GB,nonprofit,51.752220153808594,-1.2559599876403809,
affiliation:I4210139775,affiliation,I4210139775,Cochrane,Cochrane,DK,other,55.698463439941406,12.556528091430664,
affiliation:I4210161245,affiliation,I4210161245,Cochrane,Cochrane,CA,nonprofit,51.202632904052734,-114.47483825683594,
affiliation:I2750212522,affiliation,I2750212522,Cold Spring Harbor Laboratory,Cold Spring Harbor Laboratory,US,nonprofit,40.871490478515625,-73.456787109375,
affiliation:I15839263,affiliation,I15839263,College of American Pathologists,College of American Pathologists,US,education,42.102115631103516,-87.79639434814453,
affiliation:I187986737,affiliation,I187986737,Collège de France,Collège de France,FR,education,48.85341,2.3488,
affiliation:I167576493,affiliation,I167576493,Colorado School of Mines,Colorado School of Mines,US,education,39.75554,-105.2211,
affiliation:I92446798,affiliation,I92446798,Colorado State University,Colorado State University,US,education,40.58526,-105.08442,
affiliation:I78577930,affiliation,I78577930,Columbia University,Columbia University,US,education,40.71427,-74.00597,
affiliation:I2799503643,affiliation,I2799503643,Columbia University Irving Medical Center,Columbia University Irving Medical Center,US,healthcare,40.714271545410156,-74.00596618652344,
affiliation:I2738703131,affiliation,I2738703131,Commissariat à l'Énergie Atomique et aux Énergies Alternatives,Commissariat à l'Énergie Atomique et aux Énergies Alternatives,FR,funder,48.85341,2.3488,
affiliation:I1292875679,affiliation,I1292875679,Commonwealth Scientific and Industrial Research Organisation,Commonwealth Scientific and Industrial Research Organisation,AU,funder,-35.28346,149.12807,
affiliation:I4210138427,affiliation,I4210138427,Computational Physics (United States),Computational Physics (United States),US,company,38.8100471496582,-77.22124481201172,
affiliation:I60158472,affiliation,I60158472,Concordia University,Concordia University,CA,education,45.50883865356445,-73.58780670166016,
affiliation:I134820265,affiliation,I134820265,Consejo Superior de Investigaciones Científicas,Consejo Superior de Investigaciones Científicas,ES,funder,40.4165,-3.70256,
affiliation:I1316901054,affiliation,I1316901054,Conservation International,Conservation International,US,nonprofit,38.88101,-77.10428,
affiliation:I193619901,affiliation,I193619901,Constructor University,Constructor University,DE,education,53.07582,8.80717,
affiliation:I161675122,affiliation,I161675122,Cooperative Institute for Research in Environmental Sciences,Cooperative Institute for Research in Environmental Sciences,US,facility,40.014991760253906,-105.27055358886719,
affiliation:I2801875870,affiliation,I2801875870,Coriell Institute For Medical Research,Coriell Institute For Medical Research,US,nonprofit,39.92595,-75.11962,
affiliation:I205783295,affiliation,I205783295,Cornell University,Cornell University,US,education,42.44063,-76.49661,
affiliation:I36672615,affiliation,I36672615,Courant Institute of Mathematical Sciences,Courant Institute of Mathematical Sciences,US,education,40.728702545166016,-73.9957275390625,
affiliation:I4210161554,affiliation,I4210161554,CSIRO Land and Water,CSIRO Land and Water,AU,facility,-35.28346,149.12807,
affiliation:I4210099114,affiliation,I4210099114,"Czech Academy of Sciences, Institute of Biotechnology","Czech Academy of Sciences, Institute of Biotechnology",CZ,facility,50.08804,14.42076,
affiliation:I44504214,affiliation,I44504214,Czech Technical University in Prague,Czech Technical University in Prague,CZ,education,50.08804,14.42076,
affiliation:I129902397,affiliation,I129902397,Dalhousie University,Dalhousie University,CA,education,44.64269,-63.57688,
affiliation:I2614128279,affiliation,I2614128279,Dalle Molle Institute for Artificial Intelligence Research,Dalle Molle Institute for Artificial Intelligence Research,CH,facility,46.01007843017578,8.960040092468262,
affiliation:I4210117453,affiliation,I4210117453,Dana-Farber Cancer Institute,Dana-Farber Cancer Institute,US,facility,42.358428955078125,-71.05976867675781,
affiliation:I4210134579,affiliation,I4210134579,Dana-Farber/Harvard Cancer Center,Dana-Farber/Harvard Cancer Center,US,healthcare,42.358428955078125,-71.05976867675781,
affiliation:I2802015276,affiliation,I2802015276,Daresbury Laboratory,Daresbury Laboratory,GB,facility,53.344051361083984,-2.639923095703125,
affiliation:I107672454,affiliation,I107672454,Dartmouth College,Dartmouth College,US,education,43.70229,-72.28954,
affiliation:I4210089348,affiliation,I4210089348,Data Archiving Networked Services (DANS),Data Archiving Networked Services (DANS),NL,facility,52.07667,4.29861,
affiliation:I4210090411,affiliation,I4210090411,DeepMind (United Kingdom),DeepMind (United Kingdom),GB,company,51.50853,-0.12574,
affiliation:I126548940,affiliation,I126548940,Delaware State University,Delaware State University,US,education,39.187110900878906,-75.54206848144531,
affiliation:I4391767962,affiliation,I4391767962,Deutschen Konsortium für Translationale Krebsforschung,Deutschen Konsortium für Translationale Krebsforschung,DE,facility,49.40768,8.69079,
affiliation:I4210127063,affiliation,I4210127063,Development Services Group (United States),Development Services Group (United States),US,company,38.98289489746094,-77.0931167602539,
affiliation:I4210133143,affiliation,I4210133143,Dow Chemical (United States),Dow Chemical (United States),US,company,43.61558151245117,-84.24720764160156,
affiliation:I72816309,affiliation,I72816309,Drexel University,Drexel University,US,education,39.95238,-75.16362,
affiliation:I4210126298,affiliation,I4210126298,Duke Medical Center,Duke Medical Center,US,healthcare,35.9940299987793,-78.89862060546875,
affiliation:I170897317,affiliation,I170897317,Duke University,Duke University,US,education,35.99403,-78.89862,
affiliation:I4210153043,affiliation,I4210153043,Duke University Hospital,Duke University Hospital,US,healthcare,35.99403,-78.89862,
affiliation:I190082696,affiliation,I190082696,Durham University,Durham University,GB,education,54.77676,-1.57566,
affiliation:I4210160245,affiliation,I4210160245,Dutch Institute for Healthcare Improvement,Dutch Institute for Healthcare Improvement,NL,healthcare,52.074214935302734,5.095897197723389,
affiliation:I4210140143,affiliation,I4210140143,Dynamic Systems (United States),Dynamic Systems (United States),US,company,30.23734474182129,-97.79002380371094,
affiliation:I110736937,affiliation,I110736937,Délégation Paris 5,Délégation Paris 5,FR,government,48.85341,2.3488,
affiliation:I2801633684,affiliation,I2801633684,East Surrey Hospital,East Surrey Hospital,GB,healthcare,51.219688415527344,-0.16367100179195404,
affiliation:I4210153052,affiliation,I4210153052,Ecologie Microbienne Lyon,Ecologie Microbienne Lyon,FR,facility,45.76601,4.8795,
affiliation:I1341030882,affiliation,I1341030882,Educational Testing Service,Educational Testing Service,US,nonprofit,40.34456253051758,-74.712890625,
affiliation:I4210152360,affiliation,I4210152360,Eindhoven Cancer Registry,Eindhoven Cancer Registry,NL,other,51.44634246826172,5.469668865203857,
affiliation:I168537998,affiliation,I168537998,Eli Lilly (United States),Eli Lilly (United States),US,company,39.76838,-86.15804,
affiliation:I150468666,affiliation,I150468666,Emory University,Emory University,US,education,33.749000549316406,-84.38797760009766,
affiliation:I4210121859,affiliation,I4210121859,Enthought (United States),Enthought (United States),US,company,30.264570236206055,-97.74642944335938,
affiliation:I4210109165,affiliation,I4210109165,Environmental and Occupational Health Sciences Institute,Environmental and Occupational Health Sciences Institute,US,education,40.499271392822266,-74.39904022216797,
affiliation:I2799990285,affiliation,I2799990285,Epworth Hospital,Epworth Hospital,AU,healthcare,-37.814,144.96332,
affiliation:I2802054198,affiliation,I2802054198,Erasmus Hospital,Erasmus Hospital,BE,healthcare,50.8136100769043,4.266110897064209,
affiliation:I2801952686,affiliation,I2801952686,Erasmus MC,Erasmus MC,NL,funder,51.92250061035156,4.479169845581055,
affiliation:I913958620,affiliation,I913958620,Erasmus University Rotterdam,Erasmus University Rotterdam,NL,education,51.92250061035156,4.479169845581055,
affiliation:I4210149577,affiliation,I4210149577,ESCP Business School,ESCP Business School,FR,education,48.85340881347656,2.34879994392395,
affiliation:I35440088,affiliation,I35440088,ETH Zurich,ETH Zurich,CH,education,47.36667,8.55,
affiliation:I1303153112,affiliation,I1303153112,European Bioinformatics Institute,European Bioinformatics Institute,GB,facility,52.2,0.11667,
affiliation:I154986956,affiliation,I154986956,European Centre for Medium-Range Weather Forecasts,European Centre for Medium-Range Weather Forecasts,GB,other,51.45624923706055,-0.9711300134658813,
affiliation:I4210153543,affiliation,I4210153543,European Molecular Biology Laboratory,European Molecular Biology Laboratory,DE,government,53.55073,9.99302,
affiliation:I4210138560,affiliation,I4210138560,European Molecular Biology Laboratory,European Molecular Biology Laboratory,DE,government,49.40768,8.69079,
affiliation:I4210124801,affiliation,I4210124801,European Organisation for Research and Treatment of Cancer,European Organisation for Research and Treatment of Cancer,BE,nonprofit,50.850860595703125,4.4560980796813965,
affiliation:I41466953,affiliation,I41466953,European Organisation for the Exploitation of Meteorological Satellites,European Organisation for the Exploitation of Meteorological Satellites,DE,funder,49.87166976928711,8.650270462036133,
affiliation:I67311998,affiliation,I67311998,European Organization for Nuclear Research,European Organization for Nuclear Research,CH,facility,46.20222,6.14569,
affiliation:I1321434546,affiliation,I1321434546,European Southern Observatory,European Southern Observatory,DE,facility,48.263275146484375,11.671653747558594,
affiliation:I4210129531,affiliation,I4210129531,European Southern Observatory,European Southern Observatory,CL,facility,-33.39849853515625,-70.6001205444336,
affiliation:I2801994115,affiliation,I2801994115,European Space Agency,European Space Agency,FR,funder,48.85340881347656,2.34879994392395,
affiliation:I4210108549,affiliation,I4210108549,EuroQol Research Foundation,EuroQol Research Foundation,NL,nonprofit,51.92958450317383,4.473225116729736,
affiliation:I138925566,affiliation,I138925566,Ewha Womans University,Ewha Womans University,KR,education,37.566,126.9784,
affiliation:I4210105766,affiliation,I4210105766,Experimental Station,Experimental Station,US,other,41.7840461730957,-87.59072875976562,
affiliation:I923382979,affiliation,I923382979,ExxonMobil (United States),ExxonMobil (United States),US,company,32.81401824951172,-96.94889068603516,
affiliation:I106118109,affiliation,I106118109,Eötvös Loránd University,Eötvös Loránd University,HU,education,47.49835,19.04045,
affiliation:I1290866511,affiliation,I1290866511,Family Health International 360,Family Health International 360,US,nonprofit,35.9940299987793,-78.89862060546875,
affiliation:I1327576362,affiliation,I1327576362,Feinstein Institute for Medical Research,Feinstein Institute for Medical Research,US,facility,40.79787826538086,-73.69956970214844,
affiliation:I4210142723,affiliation,I4210142723,Feminist Archive South,Feminist Archive South,GB,archive,51.45847702026367,-2.603118896484375,
affiliation:I1314696892,affiliation,I1314696892,Fermi National Accelerator Laboratory,Fermi National Accelerator Laboratory,US,facility,41.85003,-88.31257,
affiliation:I4210121988,affiliation,I4210121988,Film Independent,Film Independent,US,nonprofit,34.052024841308594,-118.25933074951172,
affiliation:I4210098361,affiliation,I4210098361,First Affiliated Hospital of Guangzhou Medical University,First Affiliated Hospital of Guangzhou Medical University,CN,healthcare,23.112611770629883,113.26228332519531,
affiliation:I4210153546,affiliation,I4210153546,Flatiron Health (United States),Flatiron Health (United States),US,company,40.714271545410156,-74.00596618652344,
affiliation:I63772739,affiliation,I63772739,Florida Atlantic University,Florida Atlantic University,US,education,26.35869026184082,-80.08309936523438,
affiliation:I94062374,affiliation,I94062374,Florida College,Florida College,US,education,28.03455924987793,-82.38349151611328,
affiliation:I103163165,affiliation,I103163165,Florida State University,Florida State University,US,education,30.43825912475586,-84.28073120117188,
affiliation:I1279686153,affiliation,I1279686153,Fluor (United States),Fluor (United States),US,company,32.81401824951172,-96.94889068603516,
affiliation:I4210156707,affiliation,I4210156707,Fondazione IRCCS Istituto Nazionale dei Tumori,Fondazione IRCCS Istituto Nazionale dei Tumori,IT,healthcare,45.474769592285156,9.232063293457031,
affiliation:I21516984,affiliation,I21516984,Fontys University of Applied Sciences,Fontys University of Applied Sciences,NL,education,51.44083,5.47778,
affiliation:I4210119939,affiliation,I4210119939,Food Research Institute Prague,Food Research Institute Prague,CZ,facility,50.08804,14.42076,
affiliation:I64045040,affiliation,I64045040,Fooyin University,Fooyin University,TW,education,22.60420036315918,120.38999938964844,
affiliation:I171892758,affiliation,I171892758,Forschungszentrum Jülich,Forschungszentrum Jülich,DE,facility,50.92149,6.36267,
affiliation:I2800718396,affiliation,I2800718396,Foundation for the National Institutes of Health,Foundation for the National Institutes of Health,US,nonprofit,39.01396942138672,-77.10076904296875,
affiliation:I75951250,affiliation,I75951250,Freie Universität Berlin,Freie Universität Berlin,DE,education,52.52437,13.41053,
affiliation:I76198965,affiliation,I76198965,Friedrich Schiller University Jena,Friedrich Schiller University Jena,DE,education,50.92878,11.5899,
affiliation:I4210116822,affiliation,I4210116822,Fundação de Amparo à Pesquisa do Estado de São Paulo,Fundação de Amparo à Pesquisa do Estado de São Paulo,BR,other,-23.5475,-46.63611,
affiliation:I4210090944,affiliation,I4210090944,Fundação de Apoio à Universidade Federal de São Paulo,Fundação de Apoio à Universidade Federal de São Paulo,BR,other,-23.5475,-46.63611,
affiliation:I44202434,affiliation,I44202434,Fundação Getulio Vargas,Fundação Getulio Vargas,BR,education,-22.90642,-43.18223,
affiliation:I143379178,affiliation,I143379178,FZI Research Center for Information Technology,FZI Research Center for Information Technology,DE,nonprofit,49.009368896484375,8.404439926147461,
affiliation:I136750679,affiliation,I136750679,Garvan Institute of Medical Research,Garvan Institute of Medical Research,AU,nonprofit,-33.878360748291016,151.22164916992188,
affiliation:I4210092162,affiliation,I4210092162,General Electric (Israel),General Electric (Israel),IL,company,32.0700798034668,34.79414367675781,
affiliation:I1332737386,affiliation,I1332737386,General Electric (United States),General Electric (United States),US,company,42.35843,-71.05977,
affiliation:I118136607,affiliation,I118136607,General Motors (United States),General Motors (United States),US,company,42.32859802246094,-83.03997039794922,
affiliation:I66068411,affiliation,I66068411,Genome Institute of Singapore,Genome Institute of Singapore,SG,facility,1.2896699905395508,103.85006713867188,
affiliation:I130701444,affiliation,I130701444,Georgia Institute of Technology,Georgia Institute of Technology,US,education,33.749,-84.38798,
affiliation:I1331816111,affiliation,I1331816111,Geoscience Australia,Geoscience Australia,AU,government,-35.2834587097168,149.12806701660156,
affiliation:I17937529,affiliation,I17937529,German Cancer Research Center,German Cancer Research Center,DE,facility,49.40768,8.69079,
affiliation:I4210115305,affiliation,I4210115305,German Center for Infection Research,German Center for Infection Research,DE,facility,52.26594,10.52673,
affiliation:I2801496451,affiliation,I2801496451,German Primate Center,German Primate Center,DE,facility,51.561729431152344,9.954649925231934,
affiliation:I2801227569,affiliation,I2801227569,Ghent University Hospital,Ghent University Hospital,BE,healthcare,51.025169372558594,3.725213050842285,
affiliation:I1321430492,affiliation,I1321430492,Gladstone Institutes,Gladstone Institutes,US,nonprofit,37.76807403564453,-122.39445495605469,
affiliation:I4210095529,affiliation,I4210095529,GlaxoSmithKline (Belgium),GlaxoSmithKline (Belgium),BE,company,50.71717,4.60138,
affiliation:I188950975,affiliation,I188950975,GlaxoSmithKline (United Kingdom),GlaxoSmithKline (United Kingdom),GB,company,51.50853,-0.12574,
affiliation:I1306266525,affiliation,I1306266525,Goddard Space Flight Center,Goddard Space Flight Center,US,facility,39.00455093383789,-76.87552642822266,
affiliation:I114090438,affiliation,I114090438,Goethe University Frankfurt,Goethe University Frankfurt,DE,education,50.11552,8.68417,
affiliation:I55521800,affiliation,I55521800,Goldsmiths University of London,Goldsmiths University of London,GB,education,51.50852966308594,-0.12574000656604767,
affiliation:I4210148186,affiliation,I4210148186,Google (Canada),Google (Canada),CA,company,43.45136260986328,-80.49864959716797,
affiliation:I4210100430,affiliation,I4210100430,Google (Switzerland),Google (Switzerland),CH,company,47.36558151245117,8.52480411529541,
affiliation:I4210113297,affiliation,I4210113297,Google (United Kingdom),Google (United Kingdom),GB,company,51.53331756591797,-0.12604700028896332,
affiliation:I1291425158,affiliation,I1291425158,Google (United States),Google (United States),US,company,37.38605,-122.08385,
affiliation:I4210090479,affiliation,I4210090479,Graduate School Experimental Plant Sciences,Graduate School Experimental Plant Sciences,NL,facility,51.986534118652344,5.66342306137085,
affiliation:I1305001552,affiliation,I1305001552,Grady Memorial Hospital,Grady Memorial Hospital,US,healthcare,33.752220153808594,-84.38239288330078,
affiliation:I4092182,affiliation,I4092182,Graz University of Technology,Graz University of Technology,AT,education,47.06733,15.44197,
affiliation:I11701301,affiliation,I11701301,Griffith University,Griffith University,AU,education,-27.46794,153.02809,
affiliation:I4210133247,affiliation,I4210133247,Group for Research in Decision Analysis,Group for Research in Decision Analysis,CA,facility,45.50883865356445,-73.58780670166016,
affiliation:I4210097086,affiliation,I4210097086,Guangdong Science and Technology Department,Guangdong Science and Technology Department,CN,funder,23.11667,113.25,
affiliation:I92039509,affiliation,I92039509,Guangzhou Medical University,Guangzhou Medical University,CN,education,23.13623809814453,113.25353240966797,
affiliation:I200166805,affiliation,I200166805,Guy's and St Thomas' NHS Foundation Trust,Guy's and St Thomas' NHS Foundation Trust,GB,healthcare,51.5048828125,-0.08893900364637375,
affiliation:I66514158,affiliation,I66514158,Hacettepe University,Hacettepe University,TR,education,39.91986846923828,32.854270935058594,
affiliation:I884043246,affiliation,I884043246,Hamburg University of Technology,Hamburg University of Technology,DE,education,53.55073,9.99302,
affiliation:I4401726811,affiliation,I4401726811,Hartford Financial Services (United States),Hartford Financial Services (United States),,company,41.763710021972656,-72.68508911132812,
affiliation:I136199984,affiliation,I136199984,Harvard University,Harvard University,US,education,42.3751,-71.10561,
affiliation:I2801851002,affiliation,I2801851002,Harvard University Press,Harvard University Press,US,other,42.38301467895508,-71.12705993652344,
affiliation:I4210092658,affiliation,I4210092658,Harvard–MIT Division of Health Sciences and Technology,Harvard–MIT Division of Health Sciences and Technology,US,education,42.361778259277344,-71.0869140625,
affiliation:I2800740805,affiliation,I2800740805,Haukeland University Hospital,Haukeland University Hospital,NO,healthcare,60.39299011230469,5.324150085449219,
affiliation:I4210154929,affiliation,I4210154929,He Eye Hospital,He Eye Hospital,CN,healthcare,41.88211441040039,123.41470336914062,
affiliation:I1303043848,affiliation,I1303043848,Health Effects Institute,Health Effects Institute,US,nonprofit,42.354976654052734,-71.0560302734375,
affiliation:I4210091604,affiliation,I4210091604,Health Innovations (United States),Health Innovations (United States),US,company,42.196250915527344,-71.06069946289062,
affiliation:I2802362269,affiliation,I2802362269,Health Sciences Centre,Health Sciences Centre,CA,funder,49.8844,-97.14704,
affiliation:I197251160,affiliation,I197251160,Hebrew University of Jerusalem,Hebrew University of Jerusalem,IL,education,31.76904,35.21633,
affiliation:I71030271,affiliation,I71030271,Heidelberg Institute for Theoretical Studies,Heidelberg Institute for Theoretical Studies,DE,facility,49.40768051147461,8.690790176391602,
affiliation:I223822909,affiliation,I223822909,Heidelberg University,Heidelberg University,DE,education,49.40768,8.69079,
affiliation:I44260953,affiliation,I44260953,Heinrich Heine University Düsseldorf,Heinrich Heine University Düsseldorf,DE,education,51.22172164916992,6.776159763336182,
affiliation:I2800229700,affiliation,I2800229700,Helsinki Institute of Physics,Helsinki Institute of Physics,FI,facility,60.16952133178711,24.935449600219727,
affiliation:I4210164347,affiliation,I4210164347,Henri Poincaré Institute,Henri Poincaré Institute,FR,,48.85341,2.3488,
affiliation:I32062511,affiliation,I32062511,Heriot-Watt University,Heriot-Watt University,GB,education,55.95206069946289,-3.1964800357818604,
affiliation:I138728355,affiliation,I138728355,High Energy Accelerator Research Organization,High Energy Accelerator Research Organization,JP,facility,36.20000076293945,140.10000610351562,
affiliation:I4210151837,affiliation,I4210151837,High Throughput Biology (United States),High Throughput Biology (United States),US,company,40.73984146118164,-74.34386444091797,
affiliation:I139084617,affiliation,I139084617,Hiroshima Institute of Technology,Hiroshima Institute of Technology,JP,education,34.400001525878906,132.4499969482422,
affiliation:I111428342,affiliation,I111428342,Hitotsubashi University,Hitotsubashi University,JP,education,35.69374084472656,139.44508361816406,
affiliation:I205349734,affiliation,I205349734,Hokkaido University,Hokkaido University,JP,education,43.07817840576172,141.3399658203125,
affiliation:I14243506,affiliation,I14243506,Hong Kong Polytechnic University,Hong Kong Polytechnic University,HK,education,22.27832,114.17469,
affiliation:I200769079,affiliation,I200769079,Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,HK,education,22.27832,114.17469,
affiliation:I2801795740,affiliation,I2801795740,Hospital de Sant Pau,Hospital de Sant Pau,ES,healthcare,41.388790130615234,2.158989906311035,
affiliation:I4210130874,affiliation,I4210130874,Hospital Del Mar,Hospital Del Mar,ES,healthcare,41.38369369506836,2.1942551136016846,
affiliation:I4210156109,affiliation,I4210156109,Hospital del Mar Research Institute,Hospital del Mar Research Institute,ES,healthcare,41.38879,2.15899,
affiliation:I1344073410,affiliation,I1344073410,Howard Hughes Medical Institute,Howard Hughes Medical Institute,US,facility,39.00287,-77.07115,
affiliation:I2802260906,affiliation,I2802260906,HR Wallingford,HR Wallingford,GB,facility,51.60478591918945,-1.1098819971084595,
affiliation:I2250955327,affiliation,I2250955327,Huawei Technologies (China),Huawei Technologies (China),CN,company,22.54553985595703,114.06829833984375,
affiliation:I4210146936,affiliation,I4210146936,Huawei Technologies (United States),Huawei Technologies (United States),US,company,33.07090377807617,-96.82003021240234,
affiliation:I47720641,affiliation,I47720641,Huazhong University of Science and Technology,Huazhong University of Science and Technology,CN,education,30.58333,114.26667,
affiliation:I4210103686,affiliation,I4210103686,Hubei Provincial Center for Disease Control and Prevention,Hubei Provincial Center for Disease Control and Prevention,CN,government,30.524606704711914,114.37239837646484,
affiliation:I39343248,affiliation,I39343248,Humboldt-Universität zu Berlin,Humboldt-Universität zu Berlin,DE,education,52.52436828613281,13.410530090332031,
affiliation:I4210105070,affiliation,I4210105070,Hôpital Charles-Le Moyne,Hôpital Charles-Le Moyne,CA,healthcare,45.5152,-73.46818,
affiliation:I4210092774,affiliation,I4210092774,Hôpital Cochin,Hôpital Cochin,FR,healthcare,48.85341,2.3488,
affiliation:I4210107362,affiliation,I4210107362,Hôpital Notre-Dame,Hôpital Notre-Dame,CA,healthcare,45.50883865356445,-73.58780670166016,
affiliation:I4210149208,affiliation,I4210149208,Iberoamerican Cochrane Centre,Iberoamerican Cochrane Centre,ES,nonprofit,41.388790130615234,2.158989906311035,
affiliation:I1341412227,affiliation,I1341412227,IBM (United States),IBM (United States),US,company,41.10853958129883,-73.72046661376953,
affiliation:I4210114115,affiliation,I4210114115,IBM Research - Thomas J. Watson Research Center,IBM Research - Thomas J. Watson Research Center,US,facility,41.270931243896484,-73.77763366699219,
affiliation:I4210126328,affiliation,I4210126328,IBM Research - Zurich,IBM Research - Zurich,CH,facility,47.310794830322266,8.544028282165527,
affiliation:I4210148954,affiliation,I4210148954,Ibs (France),Ibs (France),FR,company,43.46815872192383,5.618483066558838,
affiliation:I2803038027,affiliation,I2803038027,IGlobal University,IGlobal University,US,education,38.83356857299805,-77.21115112304688,
affiliation:I4210110987,affiliation,I4210110987,IIT@MIT,IIT@MIT,US,facility,42.362300872802734,-71.09395599365234,
affiliation:I16820183,affiliation,I16820183,Illinois College,Illinois College,US,education,39.73082733154297,-90.24625396728516,
affiliation:I4210113899,affiliation,I4210113899,Illumina (United Kingdom),Illumina (United Kingdom),GB,company,52.11235046386719,0.22713500261306763,
affiliation:I4210166946,affiliation,I4210166946,Imaging Center,Imaging Center,US,healthcare,41.040592193603516,-85.24008178710938,
affiliation:I4210161256,affiliation,I4210161256,Impact,Impact,CA,nonprofit,45.41117,-75.69812,
