id,type,source,target,publication_id,topic_id,topic_name,score
has_topic:publication:W4251751280->topic:T10012,has_topic,publication:W4251751280,topic:T10012,W4251751280,T10012,Genetic diversity and population structure,0.9990000128746033
has_topic:publication:W3005235420->topic:T10015,has_topic,publication:W3005235420,topic:T10015,W3005235420,T10015,Genomics and Phylogenetic Studies,0.9998999834060669
has_topic:publication:W3005235420->topic:T10012,has_topic,publication:W3005235420,topic:T10012,W3005235420,T10012,Genetic diversity and population structure,0.9973999857902527
has_topic:publication:W3005235420->topic:T11354,has_topic,publication:W3005235420,topic:T11354,W3005235420,T11354,Evolution and Paleontology Studies,0.9929999709129333
has_topic:publication:W2799524357->topic:T10015,has_topic,publication:W2799524357,topic:T10015,W2799524357,T10015,Genomics and Phylogenetic Studies,0.9941999912261963
has_topic:publication:W2799524357->topic:T11764,has_topic,publication:W2799524357,topic:T11764,W2799524357,T11764,Evolution and Genetic Dynamics,0.9902999997138977
has_topic:publication:W2799524357->topic:T11975,has_topic,publication:W2799524357,topic:T11975,W2799524357,T11975,Evolutionary Algorithms and Applications,0.9890000224113464
has_topic:publication:W2311203695->topic:T10015,has_topic,publication:W2311203695,topic:T10015,W2311203695,T10015,Genomics and Phylogenetic Studies,0.9997000098228455
has_topic:publication:W2311203695->topic:T11791,has_topic,publication:W2311203695,topic:T11791,W2311203695,T11791,Microbial Community Ecology and Physiology,0.9925000071525574
has_topic:publication:W2311203695->topic:T11879,has_topic,publication:W2311203695,topic:T11879,W2311203695,T11879,Protist diversity and phylogeny,0.9832000136375427
has_topic:publication:W2111647009->topic:T10015,has_topic,publication:W2111647009,topic:T10015,W2111647009,T10015,Genomics and Phylogenetic Studies,0.9997000098228455
has_topic:publication:W2111647009->topic:T11269,has_topic,publication:W2111647009,topic:T11269,W2111647009,T11269,Algorithms and Data Compression,0.9937999844551086
has_topic:publication:W2111647009->topic:T10434,has_topic,publication:W2111647009,topic:T10434,W2111647009,T10434,Chromosomal and Genetic Variations,0.9858999848365784
has_topic:publication:W2160378127->topic:T10015,has_topic,publication:W2160378127,topic:T10015,W2160378127,T10015,Genomics and Phylogenetic Studies,0.9998999834060669
has_topic:publication:W2160378127->topic:T10521,has_topic,publication:W2160378127,topic:T10521,W2160378127,T10521,RNA and protein synthesis mechanisms,0.9990000128746033
has_topic:publication:W2160378127->topic:T10120,has_topic,publication:W2160378127,topic:T10120,W2160378127,T10120,Bacterial Genetics and Biotechnology,0.9825000166893005
has_topic:publication:W2152207030->topic:T10015,has_topic,publication:W2152207030,topic:T10015,W2152207030,T10015,Genomics and Phylogenetic Studies,0.9997000098228455
has_topic:publication:W2152207030->topic:T11764,has_topic,publication:W2152207030,topic:T11764,W2152207030,T11764,Evolution and Genetic Dynamics,0.9959999918937683
has_topic:publication:W2152207030->topic:T10012,has_topic,publication:W2152207030,topic:T10012,W2152207030,T10012,Genetic diversity and population structure,0.9940000176429749
has_topic:publication:W2132632499->topic:T10015,has_topic,publication:W2132632499,topic:T10015,W2132632499,T10015,Genomics and Phylogenetic Studies,0.9998000264167786
has_topic:publication:W2132632499->topic:T10012,has_topic,publication:W2132632499,topic:T10012,W2132632499,T10012,Genetic diversity and population structure,0.9988999962806702
has_topic:publication:W2132632499->topic:T11764,has_topic,publication:W2132632499,topic:T11764,W2132632499,T11764,Evolution and Genetic Dynamics,0.9962999820709229
has_topic:publication:W2125121305->topic:T10015,has_topic,publication:W2125121305,topic:T10015,W2125121305,T10015,Genomics and Phylogenetic Studies,1.0
has_topic:publication:W2125121305->topic:T10012,has_topic,publication:W2125121305,topic:T10012,W2125121305,T10012,Genetic diversity and population structure,0.994700014591217
has_topic:publication:W2125121305->topic:T10434,has_topic,publication:W2125121305,topic:T10434,W2125121305,T10434,Chromosomal and Genetic Variations,0.986299991607666
has_topic:publication:W2097706568->topic:T10012,has_topic,publication:W2097706568,topic:T10012,W2097706568,T10012,Genetic diversity and population structure,0.9976000189781189
has_topic:publication:W2097706568->topic:T11354,has_topic,publication:W2097706568,topic:T11354,W2097706568,T11354,Evolution and Paleontology Studies,0.9975000023841858
has_topic:publication:W2097706568->topic:T10015,has_topic,publication:W2097706568,topic:T10015,W2097706568,T10015,Genomics and Phylogenetic Studies,0.9973000288009644
has_topic:publication:W2161339576->topic:T10012,has_topic,publication:W2161339576,topic:T10012,W2161339576,T10012,Genetic diversity and population structure,0.9997000098228455
has_topic:publication:W2161339576->topic:T10751,has_topic,publication:W2161339576,topic:T10751,W2161339576,T10751,Forensic and Genetic Research,0.9939000010490417
has_topic:publication:W2161339576->topic:T11468,has_topic,publication:W2161339576,topic:T11468,W2161339576,T11468,Genetic Mapping and Diversity in Plants and Animals,0.9901000261306763
has_topic:publication:W2004444667->topic:T10012,has_topic,publication:W2004444667,topic:T10012,W2004444667,T10012,Genetic diversity and population structure,0.9882000088691711
has_topic:publication:W2004444667->topic:T11229,has_topic,publication:W2004444667,topic:T11229,W2004444667,T11229,Genetics and Plant Breeding,0.9854999780654907
has_topic:publication:W2004444667->topic:T11764,has_topic,publication:W2004444667,topic:T11764,W2004444667,T11764,Evolution and Genetic Dynamics,0.9847999811172485
has_topic:publication:W1990074132->topic:T11468,has_topic,publication:W1990074132,topic:T11468,W1990074132,T11468,Genetic Mapping and Diversity in Plants and Animals,0.9976999759674072
has_topic:publication:W1990074132->topic:T10261,has_topic,publication:W1990074132,topic:T10261,W1990074132,T10261,Genetic Associations and Epidemiology,0.9958999752998352
has_topic:publication:W1990074132->topic:T10885,has_topic,publication:W1990074132,topic:T10885,W1990074132,T10885,Gene expression and cancer classification,0.9955999851226807
has_topic:publication:W2148941593->topic:T10002,has_topic,publication:W2148941593,topic:T10002,W2148941593,T10002,Advanced Chemical Physics Studies,0.9994000196456909
has_topic:publication:W2148941593->topic:T10523,has_topic,publication:W2148941593,topic:T10523,W2148941593,T10523,Atomic and Molecular Physics,0.9994000196456909
has_topic:publication:W2148941593->topic:T12220,has_topic,publication:W2148941593,topic:T12220,W2148941593,T12220,Quantum Electrodynamics and Casimir Effect,0.9988999962806702
has_topic:publication:W2127322768->topic:T10015,has_topic,publication:W2127322768,topic:T10015,W2127322768,T10015,Genomics and Phylogenetic Studies,0.9991999864578247
has_topic:publication:W2127322768->topic:T10602,has_topic,publication:W2127322768,topic:T10602,W2127322768,T10602,Glycosylation and Glycoproteins Research,0.9976000189781189
has_topic:publication:W2127322768->topic:T11048,has_topic,publication:W2127322768,topic:T11048,W2127322768,T11048,Bacteriophages and microbial interactions,0.9876999855041504
has_topic:publication:W2955504961->topic:T12281,has_topic,publication:W2955504961,topic:T12281,W2955504961,T12281,Animal testing and alternatives,0.5813999772071838
has_topic:publication:W3177828909->topic:T10044,has_topic,publication:W3177828909,topic:T10044,W3177828909,T10044,Protein Structure and Dynamics,0.9993000030517578
has_topic:publication:W3177828909->topic:T12254,has_topic,publication:W3177828909,topic:T12254,W3177828909,T12254,Machine Learning in Bioinformatics,0.9975000023841858
has_topic:publication:W3177828909->topic:T11162,has_topic,publication:W3177828909,topic:T11162,W3177828909,T11162,Enzyme Structure and Function,0.9955999851226807
has_topic:publication:W3004280078->topic:T10118,has_topic,publication:W3004280078,topic:T10118,W3004280078,T10118,SARS-CoV-2 and COVID-19 Research,1.0
has_topic:publication:W3004280078->topic:T10041,has_topic,publication:W3004280078,topic:T10041,W3004280078,T10041,COVID-19 Clinical Research Studies,0.9970999956130981
has_topic:publication:W3004280078->topic:T11495,has_topic,publication:W3004280078,topic:T11495,W3004280078,T11495,Animal Virus Infections Studies,0.9908000230789185
has_topic:publication:W3035965352->topic:T13650,has_topic,publication:W3035965352,topic:T13650,W3035965352,T13650,Computational Physics and Python Applications,0.3926999866962433
has_topic:publication:W3035965352->topic:T11948,has_topic,publication:W3035965352,topic:T11948,W3035965352,T11948,Machine Learning in Materials Science,0.060600001364946365
has_topic:publication:W3035965352->topic:T11986,has_topic,publication:W3035965352,topic:T11986,W3035965352,T11986,Scientific Computing and Data Management,0.04740000143647194
has_topic:publication:W2257979135->topic:T11574,has_topic,publication:W2257979135,topic:T11574,W2257979135,T11574,Artificial Intelligence in Games,0.9998000264167786
has_topic:publication:W2257979135->topic:T11674,has_topic,publication:W2257979135,topic:T11674,W2257979135,T11674,Sports Analytics and Performance,0.9943000078201294
has_topic:publication:W2257979135->topic:T10731,has_topic,publication:W2257979135,topic:T10731,W2257979135,T10731,Educational Games and Gamification,0.989300012588501
has_topic:publication:W2104549677->topic:T10261,has_topic,publication:W2104549677,topic:T10261,W2104549677,T10261,Genetic Associations and Epidemiology,0.9994999766349792
has_topic:publication:W2104549677->topic:T11642,has_topic,publication:W2104549677,topic:T11642,W2104549677,T11642,Genomics and Rare Diseases,0.9994999766349792
has_topic:publication:W2104549677->topic:T10015,has_topic,publication:W2104549677,topic:T10015,W2104549677,T10015,Genomics and Phylogenetic Studies,0.9990000128746033
has_topic:publication:W2919115771->topic:T10775,has_topic,publication:W2919115771,topic:T10775,W2919115771,T10775,Generative Adversarial Networks and Image Synthesis,0.9987999796867371
has_topic:publication:W2919115771->topic:T10320,has_topic,publication:W2919115771,topic:T10320,W2919115771,T10320,Neural Networks and Applications,0.9972000122070312
has_topic:publication:W2919115771->topic:T11512,has_topic,publication:W2919115771,topic:T11512,W2919115771,T11512,Anomaly Detection Techniques and Applications,0.9970999956130981
has_topic:publication:W2145339207->topic:T10581,has_topic,publication:W2145339207,topic:T10581,W2145339207,T10581,Neural dynamics and brain function,0.9991000294685364
has_topic:publication:W2145339207->topic:T10448,has_topic,publication:W2145339207,topic:T10448,W2145339207,T10448,Memory and Neural Mechanisms,0.9911999702453613
has_topic:publication:W2145339207->topic:T10042,has_topic,publication:W2145339207,topic:T10042,W2145339207,T10042,Neural and Behavioral Psychology Studies,0.9879000186920166
has_topic:publication:W2259938310->topic:T10222,has_topic,publication:W2259938310,topic:T10222,W2259938310,T10222,Genomics and Chromatin Dynamics,1.0
has_topic:publication:W2259938310->topic:T10521,has_topic,publication:W2259938310,topic:T10521,W2259938310,T10521,RNA and protein synthesis mechanisms,0.9991999864578247
has_topic:publication:W2259938310->topic:T11482,has_topic,publication:W2259938310,topic:T11482,W2259938310,T11482,RNA modifications and cancer,0.9990000128746033
has_topic:publication:W2006318126->topic:T10018,has_topic,publication:W2006318126,topic:T10018,W2006318126,T10018,Advancements in Battery Materials,0.9991999864578247
has_topic:publication:W2006318126->topic:T11690,has_topic,publication:W2006318126,topic:T11690,W2006318126,T11690,Advanced battery technologies research,0.9987999796867371
has_topic:publication:W2006318126->topic:T10663,has_topic,publication:W2006318126,topic:T10663,W2006318126,T10663,Advanced Battery Technologies Research,0.9965999722480774
has_topic:publication:W2125284466->topic:T10083,has_topic,publication:W2125284466,topic:T10083,W2125284466,T10083,Graphene research and applications,0.9998999834060669
has_topic:publication:W2125284466->topic:T10657,has_topic,publication:W2125284466,topic:T10657,W2125284466,T10657,Topological Materials and Phenomena,0.9997000098228455
has_topic:publication:W2125284466->topic:T12220,has_topic,publication:W2125284466,topic:T12220,W2125284466,T12220,Quantum Electrodynamics and Casimir Effect,0.9991999864578247
has_topic:publication:W2168909179->topic:T10521,has_topic,publication:W2168909179,topic:T10521,W2168909179,T10521,RNA and protein synthesis mechanisms,0.9991999864578247
has_topic:publication:W2168909179->topic:T10015,has_topic,publication:W2168909179,topic:T10015,W2168909179,T10015,Genomics and Phylogenetic Studies,0.9977999925613403
has_topic:publication:W2168909179->topic:T10222,has_topic,publication:W2168909179,topic:T10222,W2168909179,T10222,Genomics and Chromatin Dynamics,0.9959999918937683
has_topic:publication:W1949231392->topic:T10018,has_topic,publication:W1949231392,topic:T10018,W1949231392,T10018,Advancements in Battery Materials,1.0
has_topic:publication:W1949231392->topic:T10281,has_topic,publication:W1949231392,topic:T10281,W1949231392,T10281,Advanced Battery Materials and Technologies,1.0
has_topic:publication:W1949231392->topic:T10663,has_topic,publication:W1949231392,topic:T10663,W1949231392,T10663,Advanced Battery Technologies Research,1.0
has_topic:publication:W2162348455->topic:T10895,has_topic,publication:W2162348455,topic:T10895,W2162348455,T10895,Species Distribution and Climate Change,0.9993000030517578
has_topic:publication:W2162348455->topic:T10005,has_topic,publication:W2162348455,topic:T10005,W2162348455,T10005,Ecology and Vegetation Dynamics Studies,0.9990000128746033
has_topic:publication:W2162348455->topic:T10199,has_topic,publication:W2162348455,topic:T10199,W2162348455,T10199,Wildlife Ecology and Conservation,0.9943000078201294
has_topic:publication:W2097255042->topic:T10885,has_topic,publication:W2097255042,topic:T10885,W2097255042,T10885,Gene expression and cancer classification,0.9998000264167786
has_topic:publication:W2097255042->topic:T11970,has_topic,publication:W2097255042,topic:T11970,W2097255042,T11970,Molecular Biology Techniques and Applications,0.9979000091552734
has_topic:publication:W2097255042->topic:T10222,has_topic,publication:W2097255042,topic:T10222,W2097255042,T10222,Genomics and Chromatin Dynamics,0.9973000288009644
has_topic:publication:W2112090702->topic:T11187,has_topic,publication:W2112090702,topic:T11187,W2112090702,T11187,Nonlinear Dynamics and Pattern Formation,0.9991000294685364
has_topic:publication:W2112090702->topic:T11513,has_topic,publication:W2112090702,topic:T11513,W2112090702,T11513,stochastic dynamics and bifurcation,0.994700014591217
has_topic:publication:W2112090702->topic:T10621,has_topic,publication:W2112090702,topic:T10621,W2112090702,T10621,Gene Regulatory Network Analysis,0.9944000244140625
has_topic:publication:W2746485780->topic:T12013,has_topic,publication:W2746485780,topic:T12013,W2746485780,T12013,Sustainable Development and Environmental Policy,0.9868000149726868
has_topic:publication:W2746485780->topic:T12643,has_topic,publication:W2746485780,topic:T12643,W2746485780,T12643,Sustainability and Ecological Systems Analysis,0.9861000180244446
has_topic:publication:W2746485780->topic:T10841,has_topic,publication:W2746485780,topic:T10841,W2746485780,T10841,Economic and Environmental Valuation,0.9736999869346619
has_topic:publication:W2042602209->topic:T10735,has_topic,publication:W2042602209,topic:T10735,W2042602209,T10735,Mesoporous Materials and Catalysis,1.0
has_topic:publication:W2042602209->topic:T10353,has_topic,publication:W2042602209,topic:T10353,W2042602209,T10353,Zeolite Catalysis and Synthesis,0.9998999834060669
has_topic:publication:W2042602209->topic:T11286,has_topic,publication:W2042602209,topic:T11286,W2042602209,T11286,Polyoxometalates: Synthesis and Applications,0.9980000257492065
has_topic:publication:W1980216394->topic:T10024,has_topic,publication:W1980216394,topic:T10024,W1980216394,T10024,TiO2 Photocatalysis and Solar Cells,0.9998999834060669
has_topic:publication:W1980216394->topic:T10321,has_topic,publication:W1980216394,topic:T10321,W1980216394,T10321,Quantum Dots Synthesis And Properties,0.9998000264167786
has_topic:publication:W1980216394->topic:T10078,has_topic,publication:W1980216394,topic:T10078,W1980216394,T10078,Advanced Photocatalysis Techniques,0.9994999766349792
has_topic:publication:W2018858346->topic:T10956,has_topic,publication:W2018858346,topic:T10956,W2018858346,T10956,Fullerene Chemistry and Applications,1.0
has_topic:publication:W2018858346->topic:T10074,has_topic,publication:W2018858346,topic:T10074,W2018858346,T10074,Carbon Nanotubes in Composites,0.9998000264167786
has_topic:publication:W2018858346->topic:T10083,has_topic,publication:W2018858346,topic:T10083,W2018858346,T10083,Graphene research and applications,0.9994999766349792
has_topic:publication:W1498436455->topic:T10320,has_topic,publication:W1498436455,topic:T10320,W1498436455,T10320,Neural Networks and Applications,0.9998999834060669
has_topic:publication:W1498436455->topic:T11236,has_topic,publication:W1498436455,topic:T11236,W1498436455,T11236,Control Systems and Identification,0.9908000230789185
has_topic:publication:W1498436455->topic:T11447,has_topic,publication:W1498436455,topic:T11447,W1498436455,T11447,Blind Source Separation Techniques,0.9778000116348267
has_topic:publication:W11476871->topic:T10956,has_topic,publication:W11476871,topic:T10956,W11476871,T10956,Fullerene Chemistry and Applications,0.9994000196456909
has_topic:publication:W11476871->topic:T11341,has_topic,publication:W11476871,topic:T11341,W11476871,T11341,Boron and Carbon Nanomaterials Research,0.9936000108718872
has_topic:publication:W11476871->topic:T10523,has_topic,publication:W11476871,topic:T10523,W11476871,T10523,Atomic and Molecular Physics,0.9855999946594238
has_topic:publication:W2030522563->topic:T10602,has_topic,publication:W2030522563,topic:T10602,W2030522563,T10602,Glycosylation and Glycoproteins Research,0.9884999990463257
has_topic:publication:W2030522563->topic:T11016,has_topic,publication:W2030522563,topic:T11016,W2030522563,T11016,Monoclonal and Polyclonal Antibodies Research,0.9706000089645386
has_topic:publication:W2030522563->topic:T11663,has_topic,publication:W2030522563,topic:T11663,W2030522563,T11663,Viral Infectious Diseases and Gene Expression in Insects,0.9567000269889832
has_topic:publication:W2042492216->topic:T11434,has_topic,publication:W2042492216,topic:T11434,W2042492216,T11434,Electrochemical Analysis and Applications,0.9487000107765198
has_topic:publication:W2042492216->topic:T11472,has_topic,publication:W2042492216,topic:T11472,W2042492216,T11472,Analytical Chemistry and Sensors,0.92330002784729
has_topic:publication:W2100837269->topic:T11048,has_topic,publication:W2100837269,topic:T11048,W2100837269,T11048,Bacteriophages and microbial interactions,0.9980000257492065
has_topic:publication:W2100837269->topic:T10015,has_topic,publication:W2100837269,topic:T10015,W2100837269,T10015,Genomics and Phylogenetic Studies,0.9837999939918518
has_topic:publication:W2100837269->topic:T10044,has_topic,publication:W2100837269,topic:T10044,W2100837269,T10044,Protein Structure and Dynamics,0.9836000204086304
has_topic:publication:W2963276645->topic:T10066,has_topic,publication:W2963276645,topic:T10066,W2963276645,T10066,Gut microbiota and health,0.9900000095367432
has_topic:publication:W2963276645->topic:T10836,has_topic,publication:W2963276645,topic:T10836,W2963276645,T10836,Metabolomics and Mass Spectrometry Studies,0.9847000241279602
has_topic:publication:W2963276645->topic:T10885,has_topic,publication:W2963276645,topic:T10885,W2963276645,T10885,Gene expression and cancer classification,0.9732999801635742
has_topic:publication:W2126419817->topic:T10015,has_topic,publication:W2126419817,topic:T10015,W2126419817,T10015,Genomics and Phylogenetic Studies,0.9998999834060669
has_topic:publication:W2126419817->topic:T10521,has_topic,publication:W2126419817,topic:T10521,W2126419817,T10521,RNA and protein synthesis mechanisms,0.9991999864578247
has_topic:publication:W2126419817->topic:T11482,has_topic,publication:W2126419817,topic:T11482,W2126419817,T11482,RNA modifications and cancer,0.9980999827384949
has_topic:publication:W2021341670->topic:T11287,has_topic,publication:W2021341670,topic:T11287,W2021341670,T11287,Cancer Genomics and Diagnostics,0.9979000091552734
has_topic:publication:W2021341670->topic:T11289,has_topic,publication:W2021341670,topic:T11289,W2021341670,T11289,Single-cell and spatial transcriptomics,0.9966999888420105
has_topic:publication:W2021341670->topic:T10015,has_topic,publication:W2021341670,topic:T10015,W2021341670,T10015,Genomics and Phylogenetic Studies,0.9940999746322632
has_topic:publication:W2141458291->topic:T10604,has_topic,publication:W2141458291,topic:T10604,W2141458291,T10604,RNA Research and Splicing,0.9998999834060669
has_topic:publication:W2141458291->topic:T11482,has_topic,publication:W2141458291,topic:T11482,W2141458291,T11482,RNA modifications and cancer,0.9998000264167786
has_topic:publication:W2141458291->topic:T10515,has_topic,publication:W2141458291,topic:T10515,W2141458291,T10515,Cancer-related molecular mechanisms research,0.9997000098228455
has_topic:publication:W2080752012->topic:T10519,has_topic,publication:W2080752012,topic:T10519,W2080752012,T10519,Advanced Proteomics Techniques and Applications,1.0
has_topic:publication:W2080752012->topic:T10683,has_topic,publication:W2080752012,topic:T10683,W2080752012,T10683,Mass Spectrometry Techniques and Applications,0.9998999834060669
has_topic:publication:W2080752012->topic:T10836,has_topic,publication:W2080752012,topic:T10836,W2080752012,T10836,Metabolomics and Mass Spectrometry Studies,0.9973999857902527
has_topic:publication:W2103017472->topic:T10887,has_topic,publication:W2103017472,topic:T10887,W2103017472,T10887,Bioinformatics and Genomic Networks,0.9993000030517578
has_topic:publication:W2103017472->topic:T11710,has_topic,publication:W2103017472,topic:T11710,W2103017472,T11710,Biomedical Text Mining and Ontologies,0.9970999956130981
has_topic:publication:W2103017472->topic:T10932,has_topic,publication:W2103017472,topic:T10932,W2103017472,T10932,Microbial Metabolic Engineering and Bioproduction,0.9955000281333923
has_topic:publication:W2053328406->topic:T10179,has_topic,publication:W2053328406,topic:T10179,W2053328406,T10179,Supercapacitor Materials and Fabrication,1.0
has_topic:publication:W2053328406->topic:T10018,has_topic,publication:W2053328406,topic:T10018,W2053328406,T10018,Advancements in Battery Materials,0.9991000294685364
has_topic:publication:W2053328406->topic:T11690,has_topic,publication:W2053328406,topic:T11690,W2053328406,T11690,Advanced battery technologies research,0.9973999857902527
has_topic:publication:W2014935324->topic:T10083,has_topic,publication:W2014935324,topic:T10083,W2014935324,T10083,Graphene research and applications,1.0
has_topic:publication:W2014935324->topic:T10074,has_topic,publication:W2014935324,topic:T10074,W2014935324,T10074,Carbon Nanotubes in Composites,0.9983999729156494
has_topic:publication:W2014935324->topic:T10502,has_topic,publication:W2014935324,topic:T10502,W2014935324,T10502,Advanced Memory and Neural Computing,0.995199978351593
has_topic:publication:W3003257820->topic:T13650,has_topic,publication:W3003257820,topic:T13650,W3003257820,T13650,Computational Physics and Python Applications,0.5120999813079834
has_topic:publication:W3003257820->topic:T11986,has_topic,publication:W3003257820,topic:T11986,W3003257820,T11986,Scientific Computing and Data Management,0.22429999709129333
has_topic:publication:W3003257820->topic:T13937,has_topic,publication:W3003257820,topic:T13937,W3003257820,T13937,"Genetics, Bioinformatics, and Biomedical Research",0.018200000748038292
has_topic:publication:W2614081736->topic:T11354,has_topic,publication:W2614081736,topic:T11354,W2614081736,T11354,Evolution and Paleontology Studies,0.9983999729156494
has_topic:publication:W2614081736->topic:T10015,has_topic,publication:W2614081736,topic:T10015,W2614081736,T10015,Genomics and Phylogenetic Studies,0.9976000189781189
has_topic:publication:W2614081736->topic:T10012,has_topic,publication:W2614081736,topic:T10012,W2614081736,T10012,Genetic diversity and population structure,0.9839000105857849
has_topic:publication:W2401404581->topic:T10066,has_topic,publication:W2401404581,topic:T10066,W2401404581,T10066,Gut microbiota and health,0.9987999796867371
has_topic:publication:W2401404581->topic:T10141,has_topic,publication:W2401404581,topic:T10141,W2401404581,T10141,Probiotics and Fermented Foods,0.9968000054359436
has_topic:publication:W2401404581->topic:T10428,has_topic,publication:W2401404581,topic:T10428,W2401404581,T10428,Reproductive tract infections research,0.9923999905586243
has_topic:publication:W2102278945->topic:T10015,has_topic,publication:W2102278945,topic:T10015,W2102278945,T10015,Genomics and Phylogenetic Studies,0.9998000264167786
has_topic:publication:W2102278945->topic:T10521,has_topic,publication:W2102278945,topic:T10521,W2102278945,T10521,RNA and protein synthesis mechanisms,0.9976000189781189
has_topic:publication:W2102278945->topic:T11482,has_topic,publication:W2102278945,topic:T11482,W2102278945,T11482,RNA modifications and cancer,0.996399998664856
has_topic:publication:W2088833470->topic:T11791,has_topic,publication:W2088833470,topic:T11791,W2088833470,T11791,Microbial Community Ecology and Physiology,0.9994000196456909
has_topic:publication:W2088833470->topic:T10066,has_topic,publication:W2088833470,topic:T10066,W2088833470,T10066,Gut microbiota and health,0.9991000294685364
has_topic:publication:W2088833470->topic:T10015,has_topic,publication:W2088833470,topic:T10015,W2088833470,T10015,Genomics and Phylogenetic Studies,0.9988999962806702
has_topic:publication:W2170551349->topic:T10015,has_topic,publication:W2170551349,topic:T10015,W2170551349,T10015,Genomics and Phylogenetic Studies,0.9991999864578247
has_topic:publication:W2170551349->topic:T11269,has_topic,publication:W2170551349,topic:T11269,W2170551349,T11269,Algorithms and Data Compression,0.9864000082015991
has_topic:publication:W2170551349->topic:T10521,has_topic,publication:W2170551349,topic:T10521,W2170551349,T10521,RNA and protein synthesis mechanisms,0.9685999751091003
has_topic:publication:W2167279371->topic:T12859,has_topic,publication:W2167279371,topic:T12859,W2167279371,T12859,Cell Image Analysis Techniques,0.9979000091552734
has_topic:publication:W2167279371->topic:T13937,has_topic,publication:W2167279371,topic:T13937,W2167279371,T13937,"Genetics, Bioinformatics, and Biomedical Research",0.9979000091552734
has_topic:publication:W2167279371->topic:T10015,has_topic,publication:W2167279371,topic:T10015,W2167279371,T10015,Genomics and Phylogenetic Studies,0.9961000084877014
has_topic:publication:W1969042907->topic:T10538,has_topic,publication:W1969042907,topic:T10538,W1969042907,T10538,Data Mining Algorithms and Applications,0.9638000130653381
has_topic:publication:W1969042907->topic:T11195,has_topic,publication:W1969042907,topic:T11195,W1969042907,T11195,Simulation Techniques and Applications,0.9492999911308289
has_topic:publication:W2099540110->topic:T12859,has_topic,publication:W2099540110,topic:T12859,W2099540110,T12859,Cell Image Analysis Techniques,0.9998000264167786
has_topic:publication:W2099540110->topic:T13937,has_topic,publication:W2099540110,topic:T13937,W2099540110,T13937,"Genetics, Bioinformatics, and Biomedical Research",0.9846000075340271
has_topic:publication:W2099540110->topic:T13114,has_topic,publication:W2099540110,topic:T13114,W2099540110,T13114,Image Processing Techniques and Applications,0.9714999794960022
has_topic:publication:W2072970694->topic:T10015,has_topic,publication:W2072970694,topic:T10015,W2072970694,T10015,Genomics and Phylogenetic Studies,0.9972000122070312
has_topic:publication:W2072970694->topic:T11791,has_topic,publication:W2072970694,topic:T11791,W2072970694,T11791,Microbial Community Ecology and Physiology,0.9919999837875366
has_topic:publication:W2072970694->topic:T10887,has_topic,publication:W2072970694,topic:T10887,W2072970694,T10887,Bioinformatics and Genomic Networks,0.9714000225067139
has_topic:publication:W2115786064->topic:T10275,has_topic,publication:W2115786064,topic:T10275,W2115786064,T10275,2D Materials and Applications,1.0
has_topic:publication:W2115786064->topic:T10083,has_topic,publication:W2115786064,topic:T10083,W2115786064,T10083,Graphene research and applications,0.9998000264167786
has_topic:publication:W2115786064->topic:T12529,has_topic,publication:W2115786064,topic:T12529,W2115786064,T12529,Ga2O3 and related materials,0.9987000226974487
has_topic:publication:W2114570899->topic:T11970,has_topic,publication:W2114570899,topic:T11970,W2114570899,T11970,Molecular Biology Techniques and Applications,0.9998999834060669
has_topic:publication:W2114570899->topic:T10604,has_topic,publication:W2114570899,topic:T10604,W2114570899,T10604,RNA Research and Splicing,0.9937000274658203
has_topic:publication:W2114570899->topic:T10885,has_topic,publication:W2114570899,topic:T10885,W2114570899,T10885,Gene expression and cancer classification,0.9728000164031982
has_topic:publication:W2158217645->topic:T10887,has_topic,publication:W2158217645,topic:T10887,W2158217645,T10887,Bioinformatics and Genomic Networks,0.9998999834060669
has_topic:publication:W2158217645->topic:T10885,has_topic,publication:W2158217645,topic:T10885,W2158217645,T10885,Gene expression and cancer classification,0.9994999766349792
has_topic:publication:W2158217645->topic:T12254,has_topic,publication:W2158217645,topic:T12254,W2158217645,T12254,Machine Learning in Bioinformatics,0.9979000091552734
has_topic:publication:W2588681363->topic:T11294,has_topic,publication:W2588681363,topic:T11294,W2588681363,T11294,Infant Nutrition and Health,1.0
has_topic:publication:W2588681363->topic:T12150,has_topic,publication:W2588681363,topic:T12150,W2588681363,T12150,Intestinal Malrotation and Obstruction Disorders,0.9945999979972839
has_topic:publication:W2588681363->topic:T12460,has_topic,publication:W2588681363,topic:T12460,W2588681363,T12460,Pediatric Hepatobiliary Diseases and Treatments,0.9944999814033508
has_topic:publication:W2136922672->topic:T11307,has_topic,publication:W2136922672,topic:T11307,W2136922672,T11307,Domain Adaptation and Few-Shot Learning,0.998199999332428
has_topic:publication:W2136922672->topic:T10775,has_topic,publication:W2136922672,topic:T10775,W2136922672,T10775,Generative Adversarial Networks and Image Synthesis,0.9973999857902527
has_topic:publication:W2136922672->topic:T10320,has_topic,publication:W2136922672,topic:T10320,W2136922672,T10320,Neural Networks and Applications,0.9973000288009644
has_topic:publication:W2064675550->topic:T10320,has_topic,publication:W2064675550,topic:T10320,W2064675550,T10320,Neural Networks and Applications,0.9715999960899353
has_topic:publication:W2064675550->topic:T11307,has_topic,publication:W2064675550,topic:T11307,W2064675550,T11307,Domain Adaptation and Few-Shot Learning,0.9226999878883362
