id,type,publication_id,label,title,year,journal_id,journal_name,cited_by_count
publication:W1901129140,publication,W1901129140,U-Net: Convolutional Networks for Biomedical Image Segmentation,U-Net: Convolutional Networks for Biomedical Image Segmentation,2015,S106296714,Lecture notes in computer science,86935
publication:W2132454074,publication,W2132454074,<i>SHELXT</i>– Integrated space-group and crystal-structure determination,<i>SHELXT</i>– Integrated space-group and crystal-structure determination,2014,S4393918093,Acta Crystallographica Section A Foundations and Advances,27924
publication:W2105846236,publication,W2105846236,A new criterion for assessing discriminant validity in variance-based structural equation modeling,A new criterion for assessing discriminant validity in variance-based structural equation modeling,2014,S92522684,Journal of the Academy of Marketing Science,31898
publication:W2159401492,publication,W2159401492,Applied Multiple Regression/Correlation Analysis for the Behavioral Sciences,Applied Multiple Regression/Correlation Analysis for the Behavioral Sciences,2014,S4306463811,Psychology Press eBooks,20870
publication:W1757407923,publication,W1757407923,"Cancer incidence and mortality worldwide: Sources, methods and major patterns in GLOBOCAN 2012","Cancer incidence and mortality worldwide: Sources, methods and major patterns in GLOBOCAN 2012",2014,S5382288,International Journal of Cancer,28980
publication:W2132905138,publication,W2132905138,CRC Handbook of Chemistry and Physics,CRC Handbook of Chemistry and Physics,2014,name:без журнала,Без журнала,57802
publication:W1969360633,publication,W1969360633,Crystal structure refinement with<i>SHELXL</i>,Crystal structure refinement with<i>SHELXL</i>,2014,S4393918092,Acta Crystallographica Section C Structural Chemistry,41698
publication:W2076063813,publication,W2076063813,Deep learning in neural networks: An overview,Deep learning in neural networks: An overview,2014,S123019304,Neural Networks,17855
publication:W2095705004,publication,W2095705004,Dropout: a simple way to prevent neural networks from overfitting,Dropout: a simple way to prevent neural networks from overfitting,2014,name:http://www.cs.toronto.edu/%7ersalakhu/papers/srivastava14a.pdf,http://www.cs.toronto.edu/%7Ersalakhu/papers/srivastava14a.pdf,34244
publication:W2250539671,publication,W2250539671,Glove: Global Vectors for Word Representation,Glove: Global Vectors for Word Representation,2014,name:proceedings of the 2014 conference on empirical methods in natural language processing (emnlp),Proceedings of the 2014 Conference on Empirical Methods in Natural Language Processing (EMNLP),33457
publication:W2061438946,publication,W2061438946,Grey Wolf Optimizer,Grey Wolf Optimizer,2014,S16540516,Advances in Engineering Software,17918
publication:W2134526812,publication,W2134526812,HTSeq—a Python framework to work with high-throughput sequencing data,HTSeq—a Python framework to work with high-throughput sequencing data,2014,S52395412,Bioinformatics,22437
publication:W2111647009,publication,W2111647009,IQ-TREE: A Fast and Effective Stochastic Algorithm for Estimating Maximum-Likelihood Phylogenies,IQ-TREE: A Fast and Effective Stochastic Algorithm for Estimating Maximum-Likelihood Phylogenies,2014,S57552105,Molecular Biology and Evolution,26893
publication:W2157331557,publication,W2157331557,Learning Phrase Representations using RNN Encoder–Decoder for Statistical Machine Translation,Learning Phrase Representations using RNN Encoder–Decoder for Statistical Machine Translation,2014,name:proceedings of the 2014 conference on empirical methods in natural language processing (emnlp),Proceedings of the 2014 Conference on Empirical Methods in Natural Language Processing (EMNLP),24073
publication:W1861492603,publication,W1861492603,Microsoft COCO: Common Objects in Context,Microsoft COCO: Common Objects in Context,2014,S106296714,Lecture notes in computer science,41455
publication:W2179438025,publication,W2179438025,Moderated estimation of fold change and dispersion for RNA-seq data with DESeq2,Moderated estimation of fold change and dispersion for RNA-seq data with DESeq2,2014,S81160022,Genome biology,97904
publication:W2096093282,publication,W2096093282,Prokka: rapid prokaryotic genome annotation,Prokka: rapid prokaryotic genome annotation,2014,S52395412,Bioinformatics,19068
publication:W377384883,publication,W377384883,Qualitative data analysis a methods sourcebook,Qualitative data analysis a methods sourcebook,2014,name:без журнала,Без журнала,19881
publication:W2141052558,publication,W2141052558,RAxML version 8: a tool for phylogenetic analysis and post-analysis of large phylogenies,RAxML version 8: a tool for phylogenetic analysis and post-analysis of large phylogenies,2014,S52395412,Bioinformatics,33930
publication:W2102605133,publication,W2102605133,Rich Feature Hierarchies for Accurate Object Detection and Semantic Segmentation,Rich Feature Hierarchies for Accurate Object Detection and Semantic Segmentation,2014,name:2014 ieee conference on computer vision and pattern recognition,2014 IEEE Conference on Computer Vision and Pattern Recognition,31453
publication:W2008854521,publication,W2008854521,Sensitivity and False Alarm Rate of a Fall Sensor in Long-Term Fall Detection in the Elderly,Sensitivity and False Alarm Rate of a Fall Sensor in Long-Term Fall Detection in the Elderly,2014,S190989491,Gerontology,18958
publication:W4300009529,publication,W4300009529,Summary for Policymakers,Summary for Policymakers,2014,S4306462995,Cambridge University Press eBooks,23920
publication:W2612891587,publication,W2612891587,The Newcastle-Ottawa Scale (NOS) for Assessing the Quality of Nonrandomised Studies in Meta-Analyses,The Newcastle-Ottawa Scale (NOS) for Assessing the Quality of Nonrandomised Studies in Meta-Analyses,2014,S4210197683,Medical Entomology and Zoology,17872
publication:W2131271579,publication,W2131271579,Trimmomatic: a flexible trimmer for Illumina sequence data,Trimmomatic: a flexible trimmer for Illumina sequence data,2014,S52395412,Bioinformatics,68361
publication:W4247665917,publication,W4247665917,Diagnostic and Statistical Manual of Mental Disorders,Diagnostic and Statistical Manual of Mental Disorders,2013,S4306462815,American Psychiatric Association eBooks,112302
publication:W2138207763,publication,W2138207763,featureCounts: an efficient general purpose program for assigning sequence reads to genomic features,featureCounts: an efficient general purpose program for assigning sequence reads to genomic features,2013,S52395412,Bioinformatics,28365
publication:W2159707944,publication,W2159707944,GSVA: gene set variation analysis for microarray and RNA-Seq data,GSVA: gene set variation analysis for microarray and RNA-Seq data,2013,S19032547,BMC Bioinformatics,16094
publication:W2114843025,publication,W2114843025,Integrative Analysis of Complex Cancer Genomics and Clinical Profiles Using the cBioPortal,Integrative Analysis of Complex Cancer Genomics and Clinical Profiles Using the cBioPortal,2013,S155937366,Science Signaling,15771
publication:W1849190772,publication,W1849190772,"Introduction to Mediation, Moderation, and Conditional Process Analysis: A Regression-Based Approach","Introduction to Mediation, Moderation, and Conditional Process Analysis: A Regression-Based Approach",2013,name:без журнала,Без журнала,45130
publication:W2160378127,publication,W2160378127,MAFFT Multiple Sequence Alignment Software Version 7: Improvements in Performance and Usability,MAFFT Multiple Sequence Alignment Software Version 7: Improvements in Performance and Usability,2013,S57552105,Molecular Biology and Evolution,47156
publication:W2152207030,publication,W2152207030,MEGA6: Molecular Evolutionary Genetics Analysis Version 6.0,MEGA6: Molecular Evolutionary Genetics Analysis Version 6.0,2013,S57552105,Molecular Biology and Evolution,47758
publication:W2064815984,publication,W2064815984,Multiplex Genome Engineering Using CRISPR/Cas Systems,Multiplex Genome Engineering Using CRISPR/Cas Systems,2013,S3880285,Science,15580
publication:W2056279562,publication,W2056279562,phyloseq: An R Package for Reproducible Interactive Analysis and Graphics of Microbiome Census Data,phyloseq: An R Package for Reproducible Interactive Analysis and Graphics of Microbiome Census Data,2013,S202381698,PLoS ONE,21950
publication:W2018289835,publication,W2018289835,"Short-Term Effects of Nose-Only Cigarette Smoke Exposure on Glutathione Redox Homeostasis, Cytochrome P450 1A1/2 and Respiratory Enzyme Activities in Mice Tissues","Short-Term Effects of Nose-Only Cigarette Smoke Exposure on Glutathione Redox Homeostasis, Cytochrome P450 1A1/2 and Respiratory Enzyme Activities in Mice Tissues",2013,S161399637,Cellular Physiology and Biochemistry,47289
publication:W2148080316,publication,W2148080316,"Special Care Units and Traditional Care in Dementia: Relationship with Behavior, Cognition, Functional Status and Quality of Life - A Review","Special Care Units and Traditional Care in Dementia: Relationship with Behavior, Cognition, Functional Status and Quality of Life - A Review",2013,S2764877394,Dementia and Geriatric Cognitive Disorders Extra,20659
publication:W4299627282,publication,W4299627282,Statistical Power Analysis for the Behavioral Sciences,Statistical Power Analysis for the Behavioral Sciences,2013,name:без журнала,Без журнала,22788
publication:W1530155851,publication,W1530155851,Stress: Appraisal and Coping,Stress: Appraisal and Coping,2013,name:encyclopedia of behavioral medicine,Encyclopedia of Behavioral Medicine,27759
publication:W2141939342,publication,W2141939342,The Chemistry and Applications of Metal-Organic Frameworks,The Chemistry and Applications of Metal-Organic Frameworks,2013,S3880285,Science,16201
publication:W1554944419,publication,W1554944419,"The Elements of Statistical Learning: Data Mining, Inference, and Prediction","The Elements of Statistical Learning: Data Mining, Inference, and Prediction",2013,name:http://www-stat.stanford.edu/~hastie/papers/eslii.pdf,http://www-stat.stanford.edu/~hastie/Papers/ESLII.pdf,19404
publication:W2088833470,publication,W2088833470,UPARSE: highly accurate OTU sequences from microbial amplicon reads,UPARSE: highly accurate OTU sequences from microbial amplicon reads,2013,S127827428,Nature Methods,17056
publication:W4292528167,publication,W4292528167,World Medical Association Declaration of Helsinki,World Medical Association Declaration of Helsinki,2013,S172573765,JAMA,28322
publication:W1913957972,publication,W1913957972,<b>lavaan</b>: An<i>R</i>Package for Structural Equation Modeling,<b>lavaan</b>: An<i>R</i>Package for Structural Equation Modeling,2012,S167961193,Journal of Statistical Software,24585
