id,type,year,label,publication_id,title,journal_id,journal_name,cited_by_count,name,issn_l,source_type,host_organization_name,person_id,display_name,orcid,affiliation_id,institution_name,country_code,institution_type,latitude,longitude,raw_affiliation
"affiliation:college of medicine, department of psychiatry at the illinois neuropsychiatric institute, university of illinois, usa",affiliation,,"College of Medicine, Department of Psychiatry at the Illinois Neuropsychiatric Institute, University of Illinois, USA",,,,,,,,,,,,,,,,,39.73082733154297,-90.24625396728516,"College of Medicine, Department of Psychiatry at the Illinois Neuropsychiatric Institute, University of Illinois, USA"
"affiliation:college of pharmacy, sookmyung women's university, seoul, republic of korea",affiliation,,"College of Pharmacy, Sookmyung Women's University, Seoul, Republic of Korea",,,,,,,,,,,,,,,,,37.54600524902344,126.96452331542969,"College of Pharmacy, Sookmyung Women's University, Seoul, Republic of Korea"
"affiliation:columbia u, school of public health, div of biostatistics",affiliation,,"Columbia U, School of Public Health, Div of Biostatistics",,,,,,,,,,,,,,,,,,,"Columbia U, School of Public Health, Div of Biostatistics"
affiliation:columbia university- school of international and public affairs (sipa),affiliation,,Columbia University- School of International and Public Affairs (SIPA),,,,,,,,,,,,,,,,,38.895111083984375,-77.03636932373047,Columbia University- School of International and Public Affairs (SIPA)
affiliation:community health sciences,affiliation,,Community Health Sciences,,,,,,,,,,,,,,,,,42.4251,-71.06616,Community Health Sciences
"affiliation:compaq cambridge research laboratory, cambridge, ma, usa",affiliation,,"Compaq Cambridge Research Laboratory, Cambridge, MA, USA",,,,,,,,,,,,,,,,,,,"Compaq Cambridge Research Laboratory, Cambridge, MA, USA"
"affiliation:complex systems theory branch, naval research laboratory, washington, d.c. 20375-5000",affiliation,,"Complex Systems Theory Branch, Naval Research Laboratory, Washington, D.C. 20375-5000",,,,,,,,,,,,,,,,,38.895111083984375,-77.03636932373047,"Complex Systems Theory Branch, Naval Research Laboratory, Washington, D.C. 20375-5000"
"affiliation:computational and systems biology graduate program and koch institute for integrative cancer research, massachusetts institute of technology, cambridge, ma 02139, usa",affiliation,,"Computational and Systems Biology Graduate Program and Koch Institute for Integrative Cancer Research, Massachusetts Institute of Technology, Cambridge, MA 02139, USA",,,,,,,,,,,,,,,,,,,"Computational and Systems Biology Graduate Program and Koch Institute for Integrative Cancer Research, Massachusetts Institute of Technology, Cambridge, MA 02139, USA"
"affiliation:computational and systems biology, genome institute of singapore  singapore",affiliation,,"Computational and Systems Biology, Genome Institute of Singapore  Singapore",,,,,,,,,,,,,,,,,1.2896699905395508,103.85006713867188,"Computational and Systems Biology, Genome Institute of Singapore  Singapore"
"affiliation:computational and systems biology, genome institute of singapore, singapore;",affiliation,,"Computational and Systems Biology, Genome Institute of Singapore, Singapore;",,,,,,,,,,,,,,,,,1.2896699905395508,103.85006713867188,"Computational and Systems Biology, Genome Institute of Singapore, Singapore;"
"affiliation:computational biology center, memorial sloan-kettering cancer center, new york, ny 10065, usa",affiliation,,"Computational Biology Center, Memorial Sloan-Kettering Cancer Center, New York, NY 10065, USA",,,,,,,,,,,,,,,,,40.714271545410156,-74.00596618652344,"Computational Biology Center, Memorial Sloan-Kettering Cancer Center, New York, NY 10065, USA"
"affiliation:computational biology center, memorial-sloan kettering cancer center, new york, ny 10065, usa",affiliation,,"Computational Biology Center, Memorial-Sloan Kettering Cancer Center, New York, NY 10065, USA",,,,,,,,,,,,,,,,,40.714271545410156,-74.00596618652344,"Computational Biology Center, Memorial-Sloan Kettering Cancer Center, New York, NY 10065, USA"
"affiliation:computational biology research center, the national institute of advanced industrial science and technology (aist), tokyo, japan",affiliation,,"Computational Biology Research Center, The National Institute of Advanced Industrial Science and Technology (AIST), Tokyo, Japan",,,,,,,,,,,,,,,,,36.06024169921875,140.1331024169922,"Computational Biology Research Center, The National Institute of Advanced Industrial Science and Technology (AIST), Tokyo, Japan"
"affiliation:computational bioscience program, university of colorado anschutz medical campus, aurora, co, usa",affiliation,,"Computational Bioscience Program, University of Colorado Anschutz Medical Campus, Aurora, CO, USA",,,,,,,,,,,,,,,,,39.72943115234375,-104.83191680908203,"Computational Bioscience Program, University of Colorado Anschutz Medical Campus, Aurora, CO, USA"
"affiliation:computational genomics laboratory, john curtin school of medical research, the australian national university, canberra, australian capital territory, australia.,",affiliation,,"Computational Genomics Laboratory, John Curtin School of Medical Research, The Australian National University, Canberra, Australian Capital Territory, Australia.,",,,,,,,,,,,,,,,,,-35.2834587097168,149.12806701660156,"Computational Genomics Laboratory, John Curtin School of Medical Research, The Australian National University, Canberra, Australian Capital Territory, Australia.,"
"affiliation:computational science, department of chemistry and applied biosciences, eth zurich, usi campus, via giuseppe buffi 13, ch-6900 lugano, switzerland",affiliation,,"Computational Science, Department of Chemistry and Applied Biosciences, ETH Zurich, USI Campus, via Giuseppe Buffi 13, CH-6900 Lugano, Switzerland",,,,,,,,,,,,,,,,,47.36667,8.55,"Computational Science, Department of Chemistry and Applied Biosciences, ETH Zurich, USI Campus, via Giuseppe Buffi 13, CH-6900 Lugano, Switzerland"
"affiliation:computer and information systems, graduate school of business administration, university of michigan, ann arbor, michigan",affiliation,,"Computer and Information Systems, Graduate School of Business Administration, University of Michigan, Ann Arbor, Michigan",,,,,,,,,,,,,,,,,42.27756,-83.74088,"Computer and Information Systems, Graduate School of Business Administration, University of Michigan, Ann Arbor, Michigan"
"affiliation:computer and information systems, graduate school of business administration, university of michigan, ann arbor, michigan 48109",affiliation,,"Computer and Information Systems, Graduate School of Business Administration, University of Michigan, Ann Arbor, Michigan 48109",,,,,,,,,,,,,,,,,42.27756,-83.74088,"Computer and Information Systems, Graduate School of Business Administration, University of Michigan, Ann Arbor, Michigan 48109"
"affiliation:computer architecture group, university of a coruña, a coruña, spain",affiliation,,"Computer Architecture Group, University of A Coruña, A Coruña, Spain",,,,,,,,,,,,,,,,,43.37135,-8.396,"Computer Architecture Group, University of A Coruña, A Coruña, Spain"
"affiliation:computer architecture group, university of a coruña, a coruña, spain#tab#",affiliation,,"Computer Architecture Group, University of A Coruña, A Coruña, Spain#TAB#",,,,,,,,,,,,,,,,,43.37135,-8.396,"Computer Architecture Group, University of A Coruña, A Coruña, Spain#TAB#"
"affiliation:computer engineering department, bilkent university, 06800 ankara, turkey",affiliation,,"Computer Engineering Department, Bilkent University, 06800 Ankara, Turkey",,,,,,,,,,,,,,,,,39.91986846923828,32.854270935058594,"Computer Engineering Department, Bilkent University, 06800 Ankara, Turkey"
"affiliation:computer graphics laboratory, department of pharmaceutical chemistry, university of california, 600 16th street, san francisco, california 94143-2240",affiliation,,"Computer Graphics Laboratory, Department of Pharmaceutical Chemistry, University of California, 600 16th Street, San Francisco, California 94143-2240",,,,,,,,,,,,,,,,,37.77493,-122.41942,"Computer Graphics Laboratory, Department of Pharmaceutical Chemistry, University of California, 600 16th Street, San Francisco, California 94143-2240"
"affiliation:computer graphics laboratory, department of pharmaceutical chemistry, university of california, 600 16th street, san francisco, california 94143-2240, usa",affiliation,,"Computer Graphics Laboratory, Department of Pharmaceutical Chemistry, University of California, 600 16th Street, San Francisco, California 94143-2240, USA",,,,,,,,,,,,,,,,,,,"Computer Graphics Laboratory, Department of Pharmaceutical Chemistry, University of California, 600 16th Street, San Francisco, California 94143-2240, USA"
"affiliation:computer graphics laboratory, department of pharmaceutical chemistry, university of california, 600 16th street, san francisco, california 94143‐2240",affiliation,,"Computer Graphics Laboratory, Department of Pharmaceutical Chemistry, University of California, 600 16th Street, San Francisco, California 94143‐2240",,,,,,,,,,,,,,,,,37.77493,-122.41942,"Computer Graphics Laboratory, Department of Pharmaceutical Chemistry, University of California, 600 16th Street, San Francisco, California 94143‐2240"
"affiliation:computer science department and bioss centre for biological signalling studies, university of freiburg, freiburg, germany",affiliation,,"Computer Science Department and BIOSS Centre for Biological Signalling Studies, University of Freiburg, Freiburg, Germany",,,,,,,,,,,,,,,,,47.99589920043945,7.852220058441162,"Computer Science Department and BIOSS Centre for Biological Signalling Studies, University of Freiburg, Freiburg, Germany"
"affiliation:computer science department, general motors research and development laboratories, warren, mi, usa",affiliation,,"Computer Science Department, General Motors Research and Development Laboratories, Warren, MI, USA",,,,,,,,,,,,,,,,,42.32859802246094,-83.03997039794922,"Computer Science Department, General Motors Research and Development Laboratories, Warren, MI, USA"
"affiliation:computer science department, princeton university, 35 olden street, princeton, nj 08544, usa",affiliation,,"Computer Science Department, Princeton University, 35 Olden Street, Princeton, NJ 08544, USA",,,,,,,,,,,,,,,,,40.34872,-74.65905,"Computer Science Department, Princeton University, 35 Olden Street, Princeton, NJ 08544, USA"
"affiliation:computer science department, stanford university , stanford, 94305,",affiliation,,"Computer Science Department, Stanford University , Stanford, 94305,",,,,,,,,,,,,,,,,,37.42411,-122.16608,"Computer Science Department, Stanford University , Stanford, 94305,"
"affiliation:computer science department, stanford university, stanford ca 94305, usa",affiliation,,"Computer Science Department, Stanford University, Stanford CA 94305, USA",,,,,,,,,,,,,,,,,37.42411,-122.16608,"Computer Science Department, Stanford University, Stanford CA 94305, USA"
"affiliation:computer science department, stanford university, stanford, ca 94305, usa",affiliation,,"Computer Science Department, Stanford University, Stanford, CA 94305, USA",,,,,,,,,,,,,,,,,37.42411,-122.16608,"Computer Science Department, Stanford University, Stanford, CA 94305, USA"
"affiliation:computer science department, university of british columbia, vancouver, b.c., canada",affiliation,,"Computer Science Department, University of British Columbia, Vancouver, B.C., Canada",,,,,,,,,,,,,,,,,49.24966,-123.11934,"Computer Science Department, University of British Columbia, Vancouver, B.C., Canada"
"affiliation:computer science department, university of british columbia, vancouver, bc, canada",affiliation,,"Computer Science Department, University of British Columbia, Vancouver, BC, Canada",,,,,,,,,,,,,,,,,49.24966,-123.11934,"Computer Science Department, University of British Columbia, Vancouver, BC, Canada"
"affiliation:computer science division and department of statistics, university of california, berkeley, ca#tab#",affiliation,,"Computer Science Division and Department of Statistics, University of California, Berkeley, CA#TAB#",,,,,,,,,,,,,,,,,37.87159,-122.27275,"Computer Science Division and Department of Statistics, University of California, Berkeley, CA#TAB#"
"affiliation:computer science division university of california, berkeley ca",affiliation,,"Computer Science Division University of California, Berkeley CA",,,,,,,,,,,,,,,,,37.87159,-122.27275,"Computer Science Division University of California, Berkeley CA"
"affiliation:computer science, electrical and computer engineering",affiliation,,"Computer Science, Electrical and Computer Engineering",,,,,,,,,,,,,,,,,,,"Computer Science, Electrical and Computer Engineering"
"affiliation:computer science, information trust institute, beckman institute for advanced science and technology, carl r. woese institute for genomic biology",affiliation,,"Computer Science, Information Trust Institute, Beckman Institute for Advanced Science and Technology, Carl R. Woese Institute for Genomic Biology",,,,,,,,,,,,,,,,,40.11059,-88.20727,"Computer Science, Information Trust Institute, Beckman Institute for Advanced Science and Technology, Carl R. Woese Institute for Genomic Biology"
"affiliation:concordia u, clinical psychology faculty, montreal, pq, canada",affiliation,,"Concordia U, Clinical Psychology Faculty, Montreal, PQ, Canada",,,,,,,,,,,,,,,,,45.50883865356445,-73.58780670166016,"Concordia U, Clinical Psychology Faculty, Montreal, PQ, Canada"
affiliation:concordia university,affiliation,,Concordia University,,,,,,,,,,,,,,,,,45.50883865356445,-73.58780670166016,Concordia University
"affiliation:concordia university,",affiliation,,"Concordia University,",,,,,,,,,,,,,,,,,45.50883865356445,-73.58780670166016,"Concordia University,"
"affiliation:conservation international,  2501 m street nw, washington, 20037, dc, usa",affiliation,,"Conservation International,  2501 M Street NW, Washington, 20037, DC, USA",,,,,,,,,,,,,,,,,38.88101,-77.10428,"Conservation International,  2501 M Street NW, Washington, 20037, DC, USA"
"affiliation:cooperative institute for research in environmental sciences and department of ecology and evolutionary biology, university of colorado, boulder, colorado, usa",affiliation,,"Cooperative Institute for Research in Environmental Sciences and Department of Ecology and Evolutionary Biology, University of Colorado, Boulder, Colorado, USA",,,,,,,,,,,,,,,,,40.014991760253906,-105.27055358886719,"Cooperative Institute for Research in Environmental Sciences and Department of Ecology and Evolutionary Biology, University of Colorado, Boulder, Colorado, USA"
"affiliation:cooperative institute for research in environmental sciences and department of ecology and evolutionary biology, university of colorado, boulder, usa",affiliation,,"Cooperative Institute for Research in Environmental Sciences and Department of Ecology and Evolutionary Biology, University of Colorado, Boulder, USA",,,,,,,,,,,,,,,,,40.014991760253906,-105.27055358886719,"Cooperative Institute for Research in Environmental Sciences and Department of Ecology and Evolutionary Biology, University of Colorado, Boulder, USA"
"affiliation:coriell institute for medical research, camden, 08103, new jersey, usa",affiliation,,"Coriell Institute for Medical Research, Camden, 08103, New Jersey, USA",,,,,,,,,,,,,,,,,39.92595,-75.11962,"Coriell Institute for Medical Research, Camden, 08103, New Jersey, USA"
affiliation:cornell,affiliation,,CORNELL,,,,,,,,,,,,,,,,,42.44063,-76.49661,CORNELL
affiliation:cornell university,affiliation,,Cornell University,,,,,,,,,,,,,,,,,42.44063,-76.49661,Cornell University
affiliation:cornell university department of animal sdence and,affiliation,,Cornell University Department of Animal Sdence and,,,,,,,,,,,,,,,,,42.44063186645508,-76.49661254882812,Cornell University Department of Animal Sdence and
"affiliation:cornell university, cornell tech",affiliation,,"Cornell University, Cornell Tech",,,,,,,,,,,,,,,,,42.44063,-76.49661,"Cornell University, Cornell Tech"
"affiliation:cornell university, department of animal science, ithaca, ny",affiliation,,"Cornell University, Department of Animal Science, Ithaca, NY",,,,,,,,,,,,,,,,,42.44063186645508,-76.49661254882812,"Cornell University, Department of Animal Science, Ithaca, NY"
"affiliation:cornell, usa",affiliation,,"Cornell, USA",,,,,,,,,,,,,,,,,42.44063,-76.49661,"Cornell, USA"
"affiliation:cowles foundation for research in economics, yale universityyale station, new haven, connecticut 06520, u.s.a",affiliation,,"Cowles Foundation for Research in Economics, Yale UniversityYale Station, New Haven, Connecticut 06520, U.S.A",,,,,,,,,,,,,,,,,,,"Cowles Foundation for Research in Economics, Yale UniversityYale Station, New Haven, Connecticut 06520, U.S.A"
"affiliation:cray, inc., seattle 98164, usa",affiliation,,"Cray, Inc., Seattle 98164, USA",,,,,,,,,,,,,,,,,41.55009841918945,-71.46617126464844,"Cray, Inc., Seattle 98164, USA"
"affiliation:cray, inc., seattle, 98164, usa",affiliation,,"Cray, Inc., Seattle, 98164, USA",,,,,,,,,,,,,,,,,41.55009841918945,-71.46617126464844,"Cray, Inc., Seattle, 98164, USA"
"affiliation:crest, japan science and technology agency, kawaguchi 332-0012, japan",affiliation,,"CREST, Japan Science and Technology Agency, Kawaguchi 332-0012, Japan",,,,,,,,,,,,,,,,,35.02107,135.75385,"CREST, Japan Science and Technology Agency, Kawaguchi 332-0012, Japan"
"affiliation:critical care center, emory university school of medicine, atlanta, georgia",affiliation,,"Critical Care Center, Emory University School of Medicine, Atlanta, Georgia",,,,,,,,,,,,,,,,,33.749000549316406,-84.38797760009766,"Critical Care Center, Emory University School of Medicine, Atlanta, Georgia"
"affiliation:crystal and structural chemistry, bijvoet center for biomolecular research, utrecht university, padualaan 8, 3584 ch utrecht, the netherlands",affiliation,,"Crystal and Structural Chemistry, Bijvoet Center for Biomolecular Research, Utrecht University, Padualaan 8, 3584 CH Utrecht, The Netherlands",,,,,,,,,,,,,,,,,52.09083,5.12222,"Crystal and Structural Chemistry, Bijvoet Center for Biomolecular Research, Utrecht University, Padualaan 8, 3584 CH Utrecht, The Netherlands"
affiliation:crystal and structural chemistry; bijvoet center for biomolecular research; utrecht university; padualaan 8 3584 ch utrecht the netherlands,affiliation,,Crystal and Structural Chemistry; Bijvoet Center for Biomolecular Research; Utrecht University; Padualaan 8 3584 CH Utrecht The Netherlands,,,,,,,,,,,,,,,,,52.09083,5.12222,Crystal and Structural Chemistry; Bijvoet Center for Biomolecular Research; Utrecht University; Padualaan 8 3584 CH Utrecht The Netherlands
"affiliation:csiro mathematics and information science, cleveland, australia",affiliation,,"CSIRO Mathematics and Information Science, Cleveland, Australia",,,,,,,,,,,,,,,,,-35.28346,149.12807,"CSIRO Mathematics and Information Science, Cleveland, Australia"
"affiliation:current affiliation: phoenix children's hospital, phoenix, arizona, usa",affiliation,,"Current affiliation: Phoenix Children's Hospital, Phoenix, Arizona, USA",,,,,,,,,,,,,,,,,42.102115631103516,-87.79639434814453,"Current affiliation: Phoenix Children's Hospital, Phoenix, Arizona, USA"
"affiliation:cytogenetics/molecular genetics laboratory, nationwide children's hospital, columbus, ohio, usa",affiliation,,"Cytogenetics/Molecular Genetics Laboratory, Nationwide Children's Hospital, Columbus, Ohio, USA",,,,,,,,,,,,,,,,,39.961181640625,-82.99878692626953,"Cytogenetics/Molecular Genetics Laboratory, Nationwide Children's Hospital, Columbus, Ohio, USA"
"affiliation:czech technical university in prague, czech republic",affiliation,,"Czech Technical University in Prague, Czech Republic",,,,,,,,,,,,,,,,,50.08804,14.42076,"Czech Technical University in Prague, Czech Republic"
"affiliation:dahlem centre for genome research and medical systems biology, d-14195 berlin-dahlem, germany",affiliation,,"Dahlem Centre for Genome Research and Medical Systems Biology, D-14195 Berlin-Dahlem, Germany",,,,,,,,,,,,,,,,,30.23734474182129,-97.79002380371094,"Dahlem Centre for Genome Research and Medical Systems Biology, D-14195 Berlin-Dahlem, Germany"
"affiliation:dalhousie university, halifax, nova scotia, canada (m.t.m.)",affiliation,,"Dalhousie University, Halifax, Nova Scotia, Canada (M.T.M.)",,,,,,,,,,,,,,,,,46.20222,6.14569,"Dalhousie University, Halifax, Nova Scotia, Canada (M.T.M.)"
"affiliation:dalla lana school of public health, university of toronto, toronto, ontario, canada",affiliation,,"Dalla Lana School of Public Health, University of Toronto, Toronto, Ontario, Canada",,,,,,,,,,,,,,,,,43.66012954711914,-79.3899154663086,"Dalla Lana School of Public Health, University of Toronto, Toronto, Ontario, Canada"
"affiliation:daniel den hoed oncology center–erasmus university medical center rotterdam, rotterdam, the netherlands",affiliation,,"Daniel den Hoed Oncology Center–Erasmus University Medical Center Rotterdam, Rotterdam, the Netherlands",,,,,,,,,,,,,,,,,51.92250061035156,4.479169845581055,"Daniel den Hoed Oncology Center–Erasmus University Medical Center Rotterdam, Rotterdam, the Netherlands"
"affiliation:daresbury laboratory, warrington wa4 4ad, uk",affiliation,,"Daresbury Laboratory, Warrington WA4 4AD, UK",,,,,,,,,,,,,,,,,53.344051361083984,-2.639923095703125,"Daresbury Laboratory, Warrington WA4 4AD, UK"
"affiliation:data archiving and networked services (dans), the hague 2593 hw, the netherlands",affiliation,,"Data Archiving and Networked Services (DANS), The Hague 2593 HW, The Netherlands",,,,,,,,,,,,,,,,,52.07667,4.29861,"Data Archiving and Networked Services (DANS), The Hague 2593 HW, The Netherlands"
"affiliation:data archiving and networked services (dans), the hague, 2593 hw, the netherlands",affiliation,,"Data Archiving and Networked Services (DANS), The Hague, 2593 HW, The Netherlands",,,,,,,,,,,,,,,,,52.07667,4.29861,"Data Archiving and Networked Services (DANS), The Hague, 2593 HW, The Netherlands"
"affiliation:dc candidate, foot levelers biomechanics research laboratory, new york chiropractic college, seneca falls, ny",affiliation,,"DC Candidate, Foot Levelers Biomechanics Research Laboratory, New York Chiropractic College, Seneca Falls, NY",,,,,,,,,,,,,,,,,42.91189193725586,-76.7564697265625,"DC Candidate, Foot Levelers Biomechanics Research Laboratory, New York Chiropractic College, Seneca Falls, NY"
"affiliation:deepmind, london, uk",affiliation,,"DeepMind, London, UK",,,,,,,,,,,,,,,,,51.50853,-0.12574,"DeepMind, London, UK"
"affiliation:deepmind, london, uk. dhcontact@deepmind.com",affiliation,,"DeepMind, London, UK. dhcontact@deepmind.com",,,,,,,,,,,,,,,,,51.50853,-0.12574,"DeepMind, London, UK. dhcontact@deepmind.com"
"affiliation:deepmind, london, uk. jumper@deepmind.com",affiliation,,"DeepMind, London, UK. jumper@deepmind.com",,,,,,,,,,,,,,,,,51.50853,-0.12574,"DeepMind, London, UK. jumper@deepmind.com"
"affiliation:defense advanced research projects agency center for integrated micro/nano-electromechanical transducers (imint), columbia university, new york, ny 10027, usa",affiliation,,"Defense Advanced Research Projects Agency Center for Integrated Micro/Nano-Electromechanical Transducers (iMINT), Columbia University, New York, NY 10027, USA",,,,,,,,,,,,,,,,,40.71427,-74.00597,"Defense Advanced Research Projects Agency Center for Integrated Micro/Nano-Electromechanical Transducers (iMINT), Columbia University, New York, NY 10027, USA"
"affiliation:del fitopatógeno, posteriormente, se",affiliation,,"del fitopatógeno, posteriormente, se",,,,,,,,,,,,,,,,,,,"del fitopatógeno, posteriormente, se"
"affiliation:del hongo. el primer reporte de foc a nivel mundial fue obtenido en el año de 1874 en australia,",affiliation,,"del hongo. El primer reporte de Foc a nivel mundial fue obtenido en el año de 1874 en Australia,",,,,,,,,,,,,,,,,,,,"del hongo. El primer reporte de Foc a nivel mundial fue obtenido en el año de 1874 en Australia,"
affiliation:dementia research centre department of neurodegeneration ucl institute of neurology university college london queen square london united kingdom,affiliation,,Dementia Research Centre Department of Neurodegeneration UCL Institute of Neurology University College London Queen Square London United Kingdom,,,,,,,,,,,,,,,,,51.50853,-0.12574,Dementia Research Centre Department of Neurodegeneration UCL Institute of Neurology University College London Queen Square London United Kingdom
"affiliation:dementia research centre, department of neurodegeneration, ucl institute of neurology, university college london, queen square, london, united kingdom",affiliation,,"Dementia Research Centre, Department of Neurodegeneration, UCL Institute of Neurology, University College London, Queen Square, London, United Kingdom",,,,,,,,,,,,,,,,,51.50853,-0.12574,"Dementia Research Centre, Department of Neurodegeneration, UCL Institute of Neurology, University College London, Queen Square, London, United Kingdom"
"affiliation:departamento de astronomía y astrofísica, pontificia universidad católica, casilla 104, santiago 22, chile",affiliation,,"Departamento de Astronomía y Astrofísica, Pontificia Universidad Católica, Casilla 104, Santiago 22, Chile",,,,,,,,,,,,,,,,,-33.45694,-70.64827,"Departamento de Astronomía y Astrofísica, Pontificia Universidad Católica, Casilla 104, Santiago 22, Chile"
"affiliation:department for proteomics and signal transduction, max-planck institute for biochemistry, am klopferspitz 18, d-82152 martinsried, germany",affiliation,,"Department for Proteomics and Signal Transduction, Max-Planck Institute for Biochemistry, Am Klopferspitz 18, D-82152 Martinsried, Germany",,,,,,,,,,,,,,,,,48.10731887817383,11.451959609985352,"Department for Proteomics and Signal Transduction, Max-Planck Institute for Biochemistry, Am Klopferspitz 18, D-82152 Martinsried, Germany"
"affiliation:department for proteomics and signal transduction, max-planck institute for biochemistry, am klopferspitz 18, d-82152 martinsried, germany. cox@biochem.mpg.de",affiliation,,"Department for Proteomics and Signal Transduction, Max-Planck Institute for Biochemistry, Am Klopferspitz 18, D-82152 Martinsried, Germany. cox@biochem.mpg.de",,,,,,,,,,,,,,,,,48.10731887817383,11.451959609985352,"Department for Proteomics and Signal Transduction, Max-Planck Institute for Biochemistry, Am Klopferspitz 18, D-82152 Martinsried, Germany. cox@biochem.mpg.de"
"affiliation:department for proteomics and signal transduction, max-planck institute for biochemistry, am klopferspitz 18, d-82152 martinsried, germany.,",affiliation,,"Department for Proteomics and Signal Transduction, Max-Planck Institute for Biochemistry, Am Klopferspitz 18, D-82152 Martinsried, Germany.,",,,,,,,,,,,,,,,,,48.13743,11.57549,"Department for Proteomics and Signal Transduction, Max-Planck Institute for Biochemistry, Am Klopferspitz 18, D-82152 Martinsried, Germany.,"
affiliation:department of,affiliation,,Department of,,,,,,,,,,,,,,,,,,,Department of
"affiliation:department of anesthesiology and pain medicine, the ottawa hospital, ottawa, canada",affiliation,,"Department of Anesthesiology and Pain Medicine, The Ottawa Hospital, Ottawa, Canada",,,,,,,,,,,,,,,,,45.41117,-75.69812,"Department of Anesthesiology and Pain Medicine, The Ottawa Hospital, Ottawa, Canada"
"affiliation:department of anesthesiology and pain medicine, the ottawa hospital, ottawa, canada; clinical epidemiology program, blueprint translational research group, ottawa hospital research institute, ottawa, canada; regenerative medicine program, ottawa hospital research institute, ottawa, canada",affiliation,,"Department of Anesthesiology and Pain Medicine, The Ottawa Hospital, Ottawa, Canada; Clinical Epidemiology Program, Blueprint Translational Research Group, Ottawa Hospital Research Institute, Ottawa, Canada; Regenerative Medicine Program, Ottawa Hospital Research Institute, Ottawa, Canada",,,,,,,,,,,,,,,,,45.41117,-75.69812,"Department of Anesthesiology and Pain Medicine, The Ottawa Hospital, Ottawa, Canada; Clinical Epidemiology Program, Blueprint Translational Research Group, Ottawa Hospital Research Institute, Ottawa, Canada; Regenerative Medicine Program, Ottawa Hospital Research Institute, Ottawa, Canada"
"affiliation:department of animal science, colorado state university, fort collins, co, usa",affiliation,,"Department of Animal Science, Colorado State University, Fort Collins, CO, USA",,,,,,,,,,,,,,,,,40.58526,-105.08442,"Department of Animal Science, Colorado State University, Fort Collins, CO, USA"
"affiliation:department of animal science, university of ljubljana, ljubljana, slovenia",affiliation,,"Department of Animal Science, University of Ljubljana, Ljubljana, Slovenia",,,,,,,,,,,,,,,,,46.05107879638672,14.50512981414795,"Department of Animal Science, University of Ljubljana, Ljubljana, Slovenia"
"affiliation:department of applied and computational mathematics, california institute of technology, pasadena, ca, usa",affiliation,,"Department of Applied and Computational Mathematics, California Institute of Technology, Pasadena, CA, USA",,,,,,,,,,,,,,,,,34.14778,-118.14452,"Department of Applied and Computational Mathematics, California Institute of Technology, Pasadena, CA, USA"
"affiliation:department of applied chemistry, kanagawa university, yokohama",affiliation,,"Department of Applied Chemistry, Kanagawa University, Yokohama",,,,,,,,,,,,,,,,,35.43333053588867,139.64999389648438,"Department of Applied Chemistry, Kanagawa University, Yokohama"
"affiliation:department of applied physics, stanford university, stanford, california, usa",affiliation,,"Department of Applied Physics, Stanford University, Stanford, California, USA",,,,,,,,,,,,,,,,,37.42411,-122.16608,"Department of Applied Physics, Stanford University, Stanford, California, USA"
"affiliation:department of applied science, university of california at davislivermore, livermore, california 94550",affiliation,,"Department of Applied Science, University of California at DavisLivermore, Livermore, California 94550",,,,,,,,,,,,,,,,,37.68187,-121.76801,"Department of Applied Science, University of California at DavisLivermore, Livermore, California 94550"
"affiliation:department of astronomy and astrophysics, university of toronto, toronto, ontario, canada",affiliation,,"Department of Astronomy and Astrophysics, University of Toronto, Toronto, Ontario, Canada",,,,,,,,,,,,,,,,,43.70643,-79.39864,"Department of Astronomy and Astrophysics, University of Toronto, Toronto, Ontario, Canada"
affiliation:department of astronomy yale university new haven ct,affiliation,,Department of Astronomy Yale University New Haven CT,,,,,,,,,,,,,,,,,41.30815,-72.92816,Department of Astronomy Yale University New Haven CT
"affiliation:department of astronomy, university of barcelona, barcelona, spain",affiliation,,"Department of Astronomy, University of Barcelona, Barcelona, Spain",,,,,,,,,,,,,,,,,41.38879,2.15899,"Department of Astronomy, University of Barcelona, Barcelona, Spain"
"affiliation:department of astronomy, university of california at berkeley, berkeley, ca 94720-3411",affiliation,,"Department of Astronomy, University of California at Berkeley, Berkeley, CA 94720-3411",,,,,,,,,,,,,,,,,37.87159,-122.27275,"Department of Astronomy, University of California at Berkeley, Berkeley, CA 94720-3411"
"affiliation:department of astronomy, university of california, berkeley, ca",affiliation,,"Department of Astronomy, University of California, Berkeley, CA",,,,,,,,,,,,,,,,,37.87159,-122.27275,"Department of Astronomy, University of California, Berkeley, CA"
"affiliation:department of astronomy, university of michigan, 834 dennison building, ann arbor, mi 48109",affiliation,,"Department of Astronomy, University of Michigan, 834 Dennison Building, Ann Arbor, MI 48109",,,,,,,,,,,,,,,,,-29.90591,-71.25014,"Department of Astronomy, University of Michigan, 834 Dennison Building, Ann Arbor, MI 48109"
"affiliation:department of astronomy, university of washington, box 351580, seattle, wa 98195",affiliation,,"Department of Astronomy, University of Washington, Box 351580, Seattle, WA 98195",,,,,,,,,,,,,,,,,47.60621,-122.33207,"Department of Astronomy, University of Washington, Box 351580, Seattle, WA 98195"
"affiliation:department of astronomy, yale university, new haven, ct",affiliation,,"Department of Astronomy, Yale University, New Haven, CT",,,,,,,,,,,,,,,,,41.30815,-72.92816,"Department of Astronomy, Yale University, New Haven, CT"
